log10(reco_E [GeV]) low,log10(reco_E [GeV]) center,log10(reco_E [GeV]) high,sin(dec) low,sin(dec) center,sin(dec) high,rate [s^-1]
4.15,4.325,4.5,-0.45,-0.425,-0.4,1.1773437813549162e-06
4.15,4.325,4.5,-0.4,-0.375,-0.35,1.1311647161962253e-06
4.15,4.325,4.5,-0.35,-0.325,-0.3,1.0766892534761207e-06
4.15,4.325,4.5,-0.3,-0.275,-0.25,1.0392273651030835e-06
4.15,4.325,4.5,-0.25,-0.225,-0.2,1.0144675896281544e-06
4.15,4.325,4.5,-0.2,-0.175,-0.15,9.947565515848447e-07
4.15,4.325,4.5,-0.15,-0.125,-0.1,9.8640748273418e-07
4.15,4.325,4.5,-0.1,-0.075,-0.05,9.742987392672737e-07
4.15,4.325,4.5,-0.05,-0.025,0.0,9.667214461562819e-07
4.15,4.325,4.5,0.0,0.025,0.05,9.60532251966826e-07
4.15,4.325,4.5,0.05,0.075,0.1,9.587269063226258e-07
4.15,4.325,4.5,0.1,0.125,0.15,9.577516665837228e-07
4.15,4.325,4.5,0.15,0.175,0.2,9.572836979186047e-07
4.15,4.325,4.5,0.2,0.225,0.25,9.532751955774083e-07
4.15,4.325,4.5,0.25,0.275,0.3,9.633428840303863e-07
4.15,4.325,4.5,0.3,0.325,0.35,9.752261124490827e-07
4.15,4.325,4.5,0.35,0.375,0.4,9.831857895514417e-07
4.15,4.325,4.5,0.4,0.425,0.45,1.008833907822769e-06
4.15,4.325,4.5,0.45,0.475,0.5,1.0230673699900145e-06
4.15,4.325,4.5,0.5,0.525,0.55,1.0386779387484984e-06
4.15,4.325,4.5,0.55,0.575,0.6,1.0684370915917948e-06
4.15,4.325,4.5,0.6,0.625,0.65,1.0837112980825158e-06
4.15,4.325,4.5,0.65,0.675,0.7,1.1182305442057055e-06
4.15,4.325,4.5,0.7,0.725,0.75,1.141379969947712e-06
4.15,4.325,4.5,0.75,0.775,0.8,1.1105204257985203e-06
4.15,4.325,4.5,0.8,0.825,0.85,9.194290386596279e-07
4.15,4.325,4.5,0.85,0.875,0.9,6.922970093479987e-07
4.15,4.325,4.5,0.9,0.925,0.95,0.0
4.15,4.325,4.5,0.95,0.975,1.0,0.0
4.5,4.675,4.85,-1.0,-0.975,-0.95,2.6686200092930737e-07
4.5,4.675,4.85,-0.95,-0.925,-0.9,2.666330170733363e-07
4.5,4.675,4.85,-0.9,-0.875,-0.85,3.0446823248005435e-07
4.5,4.675,4.85,-0.85,-0.825,-0.8,3.6572398378365235e-07
4.5,4.675,4.85,-0.8,-0.775,-0.75,4.156747431275852e-07
4.5,4.675,4.85,-0.75,-0.725,-0.7,4.095759736714486e-07
4.5,4.675,4.85,-0.7,-0.675,-0.65,4.4204132560749494e-07
4.5,4.675,4.85,-0.65,-0.625,-0.6,3.424845458164915e-07
4.5,4.675,4.85,-0.6,-0.575,-0.55,3.09653179942497e-07
4.5,4.675,4.85,-0.55,-0.525,-0.5,2.883301478120483e-07
4.5,4.675,4.85,-0.5,-0.475,-0.45,2.731665336445331e-07
4.5,4.675,4.85,-0.45,-0.425,-0.4,2.6010811289000817e-07
4.5,4.675,4.85,-0.4,-0.375,-0.35,2.508885436412471e-07
4.5,4.675,4.85,-0.35,-0.325,-0.3,2.3933636866111036e-07
4.5,4.675,4.85,-0.3,-0.275,-0.25,2.3195137342304307e-07
4.5,4.675,4.85,-0.25,-0.225,-0.2,2.274341569404028e-07
4.5,4.675,4.85,-0.2,-0.175,-0.15,2.240746035281987e-07
4.5,4.675,4.85,-0.15,-0.125,-0.1,2.227320188281288e-07
4.5,4.675,4.85,-0.1,-0.075,-0.05,2.2127644443202934e-07
4.5,4.675,4.85,-0.05,-0.025,0.0,2.2039625105678522e-07
4.5,4.675,4.85,0.0,0.025,0.05,2.2040664164461734e-07
4.5,4.675,4.85,0.05,0.075,0.1,2.2012979915299221e-07
4.5,4.675,4.85,0.1,0.125,0.15,2.2107816663150767e-07
4.5,4.675,4.85,0.15,0.175,0.2,2.2470793948443357e-07
4.5,4.675,4.85,0.2,0.225,0.25,2.2602157278715144e-07
4.5,4.675,4.85,0.25,0.275,0.3,2.288448625883153e-07
4.5,4.675,4.85,0.3,0.325,0.35,2.3340592255362883e-07
4.5,4.675,4.85,0.35,0.375,0.4,2.418112207784308e-07
4.5,4.675,4.85,0.4,0.425,0.45,2.52181799350001e-07
4.5,4.675,4.85,0.45,0.475,0.5,2.3516431259740606e-07
4.5,4.675,4.85,0.5,0.525,0.55,2.3396019082858397e-07
4.5,4.675,4.85,0.55,0.575,0.6,2.413950920970552e-07
4.5,4.675,4.85,0.6,0.625,0.65,2.505522283839965e-07
4.5,4.675,4.85,0.65,0.675,0.7,2.605338343546456e-07
4.5,4.675,4.85,0.7,0.725,0.75,2.714326331524082e-07
4.5,4.675,4.85,0.75,0.775,0.8,2.7294759148453775e-07
4.5,4.675,4.85,0.8,0.825,0.85,2.199159396921199e-07
4.5,4.675,4.85,0.85,0.875,0.9,1.4355293601571238e-07
4.5,4.675,4.85,0.9,0.925,0.95,0.0
4.5,4.675,4.85,0.95,0.975,1.0,0.0
4.85,5.025,5.2,-1.0,-0.975,-0.95,4.2471725407270984e-08
4.85,5.025,5.2,-0.95,-0.925,-0.9,5.1081549651069525e-08
4.85,5.025,5.2,-0.9,-0.875,-0.85,5.813550603696239e-08
4.85,5.025,5.2,-0.85,-0.825,-0.8,7.008752243875534e-08
4.85,5.025,5.2,-0.8,-0.775,-0.75,7.779025937026679e-08
4.85,5.025,5.2,-0.75,-0.725,-0.7,1.1185907690069698e-07
4.85,5.025,5.2,-0.7,-0.675,-0.65,1.2733232014382086e-07
4.85,5.025,5.2,-0.65,-0.625,-0.6,8.828433591341775e-08
4.85,5.025,5.2,-0.6,-0.575,-0.55,7.714793116056955e-08
4.85,5.025,5.2,-0.55,-0.525,-0.5,7.045589399101772e-08
4.85,5.025,5.2,-0.5,-0.475,-0.45,6.59877946595936e-08
4.85,5.025,5.2,-0.45,-0.425,-0.4,6.273063112184285e-08
4.85,5.025,5.2,-0.4,-0.375,-0.35,6.01244027191651e-08
4.85,5.025,5.2,-0.35,-0.325,-0.3,5.726482618634559e-08
4.85,5.025,5.2,-0.3,-0.275,-0.25,5.609890620175479e-08
4.85,5.025,5.2,-0.25,-0.225,-0.2,5.495484945025937e-08
4.85,5.025,5.2,-0.2,-0.175,-0.15,5.401648288878904e-08
4.85,5.025,5.2,-0.15,-0.125,-0.1,5.369770436878979e-08
4.85,5.025,5.2,-0.1,-0.075,-0.05,5.3351906259484166e-08
4.85,5.025,5.2,-0.05,-0.025,0.0,5.324370783633613e-08
4.85,5.025,5.2,0.0,0.025,0.05,5.3231917975698046e-08
4.85,5.025,5.2,0.05,0.075,0.1,5.346870361663922e-08
4.85,5.025,5.2,0.1,0.125,0.15,5.38900504829026e-08
4.85,5.025,5.2,0.15,0.175,0.2,5.496593630553092e-08
4.85,5.025,5.2,0.2,0.225,0.25,5.6040966769653114e-08
4.85,5.025,5.2,0.25,0.275,0.3,5.537401522384711e-08
4.85,5.025,5.2,0.3,0.325,0.35,5.533378563814341e-08
4.85,5.025,5.2,0.35,0.375,0.4,5.6203086117305935e-08
4.85,5.025,5.2,0.4,0.425,0.45,5.773884272692998e-08
4.85,5.025,5.2,0.45,0.475,0.5,5.919740530285386e-08
4.85,5.025,5.2,0.5,0.525,0.55,6.181341933894073e-08
4.85,5.025,5.2,0.55,0.575,0.6,6.402560852967807e-08
4.85,5.025,5.2,0.6,0.625,0.65,6.665415853366112e-08
4.85,5.025,5.2,0.65,0.675,0.7,6.955469968745755e-08
4.85,5.025,5.2,0.7,0.725,0.75,7.238633211063419e-08
4.85,5.025,5.2,0.75,0.775,0.8,7.676959110589809e-08
4.85,5.025,5.2,0.8,0.825,0.85,7.383411616025279e-08
4.85,5.025,5.2,0.85,0.875,0.9,8.202743629246833e-08
4.85,5.025,5.2,0.9,0.925,0.95,0.0
4.85,5.025,5.2,0.95,0.975,1.0,0.0
5.2,5.375,5.55,-1.0,-0.975,-0.95,7.096793740695851e-09
5.2,5.375,5.55,-0.95,-0.925,-0.9,8.253627071133686e-09
5.2,5.375,5.55,-0.9,-0.875,-0.85,1.0271362331451969e-08
5.2,5.375,5.55,-0.85,-0.825,-0.8,1.2689378150510747e-08
5.2,5.375,5.55,-0.8,-0.775,-0.75,1.501866026224643e-08
5.2,5.375,5.55,-0.75,-0.725,-0.7,1.4618354967593656e-08
5.2,5.375,5.55,-0.7,-0.675,-0.65,1.819179098704527e-08
5.2,5.375,5.55,-0.65,-0.625,-0.6,1.3203461990409182e-08
5.2,5.375,5.55,-0.6,-0.575,-0.55,1.1766990288692435e-08
5.2,5.375,5.55,-0.55,-0.525,-0.5,1.087266756571625e-08
5.2,5.375,5.55,-0.5,-0.475,-0.45,1.0233893547150734e-08
5.2,5.375,5.55,-0.45,-0.425,-0.4,9.664372964238796e-09
5.2,5.375,5.55,-0.4,-0.375,-0.35,9.230987863479587e-09
5.2,5.375,5.55,-0.35,-0.325,-0.3,8.64705753179335e-09
5.2,5.375,5.55,-0.3,-0.275,-0.25,8.268514211887201e-09
5.2,5.375,5.55,-0.25,-0.225,-0.2,8.097617042694927e-09
5.2,5.375,5.55,-0.2,-0.175,-0.15,8.037916654707794e-09
5.2,5.375,5.55,-0.15,-0.125,-0.1,8.033586404338157e-09
5.2,5.375,5.55,-0.1,-0.075,-0.05,7.983529331978554e-09
5.2,5.375,5.55,-0.05,-0.025,0.0,8.017810049871675e-09
5.2,5.375,5.55,0.0,0.025,0.05,8.138941295022509e-09
5.2,5.375,5.55,0.05,0.075,0.1,8.012842783747876e-09
5.2,5.375,5.55,0.1,0.125,0.15,7.947850508697413e-09
5.2,5.375,5.55,0.15,0.175,0.2,8.115552044412198e-09
5.2,5.375,5.55,0.2,0.225,0.25,8.093039141823805e-09
5.2,5.375,5.55,0.25,0.275,0.3,8.24833460408906e-09
5.2,5.375,5.55,0.3,0.325,0.35,8.388427463982433e-09
5.2,5.375,5.55,0.35,0.375,0.4,8.460038345052033e-09
5.2,5.375,5.55,0.4,0.425,0.45,8.699038841813371e-09
5.2,5.375,5.55,0.45,0.475,0.5,8.94472524085998e-09
5.2,5.375,5.55,0.5,0.525,0.55,9.26361079553947e-09
5.2,5.375,5.55,0.55,0.575,0.6,9.591641138301376e-09
5.2,5.375,5.55,0.6,0.625,0.65,1.015200137256617e-08
5.2,5.375,5.55,0.65,0.675,0.7,1.0780475139476294e-08
5.2,5.375,5.55,0.7,0.725,0.75,1.0827424770306525e-08
5.2,5.375,5.55,0.75,0.775,0.8,1.1179396910222473e-08
5.2,5.375,5.55,0.8,0.825,0.85,8.981752683542318e-09
5.2,5.375,5.55,0.85,0.875,0.9,7.028551511243554e-09
5.2,5.375,5.55,0.9,0.925,0.95,0.0
5.2,5.375,5.55,0.95,0.975,1.0,0.0
5.55,5.725,5.9,-1.0,-0.975,-0.95,9.874331292298294e-10
5.55,5.725,5.9,-0.95,-0.925,-0.9,1.2196183657140581e-09
5.55,5.725,5.9,-0.9,-0.875,-0.85,1.3898193320586195e-09
5.55,5.725,5.9,-0.85,-0.825,-0.8,1.7897472790917644e-09
5.55,5.725,5.9,-0.8,-0.775,-0.75,2.1737099150317808e-09
5.55,5.725,5.9,-0.75,-0.725,-0.7,2.1330069993477893e-09
5.55,5.725,5.9,-0.7,-0.675,-0.65,1.8470780906461263e-09
5.55,5.725,5.9,-0.65,-0.625,-0.6,1.5195619071087979e-09
5.55,5.725,5.9,-0.6,-0.575,-0.55,1.3741708721241907e-09
5.55,5.725,5.9,-0.55,-0.525,-0.5,1.2789961758570812e-09
5.55,5.725,5.9,-0.5,-0.475,-0.45,1.2116604967052005e-09
5.55,5.725,5.9,-0.45,-0.425,-0.4,1.1625421293574616e-09
5.55,5.725,5.9,-0.4,-0.375,-0.35,1.1280591849736253e-09
5.55,5.725,5.9,-0.35,-0.325,-0.3,1.1000814485720594e-09
5.55,5.725,5.9,-0.3,-0.275,-0.25,1.0829655263406853e-09
5.55,5.725,5.9,-0.25,-0.225,-0.2,1.0715779969451524e-09
5.55,5.725,5.9,-0.2,-0.175,-0.15,1.0666713100669456e-09
5.55,5.725,5.9,-0.15,-0.125,-0.1,1.060664906645976e-09
5.55,5.725,5.9,-0.1,-0.075,-0.05,1.0699467842620573e-09
5.55,5.725,5.9,-0.05,-0.025,0.0,1.0676856805207948e-09
5.55,5.725,5.9,0.0,0.025,0.05,1.0688419567616043e-09
5.55,5.725,5.9,0.05,0.075,0.1,1.0729899523668706e-09
5.55,5.725,5.9,0.1,0.125,0.15,1.078793211135191e-09
5.55,5.725,5.9,0.15,0.175,0.2,1.091777077148625e-09
5.55,5.725,5.9,0.2,0.225,0.25,1.1069392935466513e-09
5.55,5.725,5.9,0.25,0.275,0.3,1.1203130701907756e-09
5.55,5.725,5.9,0.3,0.325,0.35,1.1423230850487745e-09
5.55,5.725,5.9,0.35,0.375,0.4,1.162732334945671e-09
5.55,5.725,5.9,0.4,0.425,0.45,1.189436112626288e-09
5.55,5.725,5.9,0.45,0.475,0.5,1.2261281264617402e-09
5.55,5.725,5.9,0.5,0.525,0.55,1.269005231621813e-09
5.55,5.725,5.9,0.55,0.575,0.6,1.322435537388517e-09
5.55,5.725,5.9,0.6,0.625,0.65,1.3929591121662986e-09
5.55,5.725,5.9,0.65,0.675,0.7,1.3849299290304128e-09
5.55,5.725,5.9,0.7,0.725,0.75,1.4787055381412684e-09
5.55,5.725,5.9,0.75,0.775,0.8,1.5373719256079015e-09
5.55,5.725,5.9,0.8,0.825,0.85,1.2413248091710665e-09
5.55,5.725,5.9,0.85,0.875,0.9,5.534414275130642e-10
5.55,5.725,5.9,0.9,0.925,0.95,0.0
5.55,5.725,5.9,0.95,0.975,1.0,0.0
5.9,6.075,6.25,-1.0,-0.975,-0.95,1.7231444738196948e-10
5.9,6.075,6.25,-0.95,-0.925,-0.9,2.0171027466366638e-10
5.9,6.075,6.25,-0.9,-0.875,-0.85,2.5369142025001353e-10
5.9,6.075,6.25,-0.85,-0.825,-0.8,3.113164114289689e-10
5.9,6.075,6.25,-0.8,-0.775,-0.75,3.6690183063566936e-10
5.9,6.075,6.25,-0.75,-0.725,-0.7,3.7392262783964254e-10
5.9,6.075,6.25,-0.7,-0.675,-0.65,5.604034098200359e-09
5.9,6.075,6.25,-0.65,-0.625,-0.6,2.4542696843892836e-09
5.9,6.075,6.25,-0.6,-0.575,-0.55,1.91315024694537e-09
5.9,6.075,6.25,-0.55,-0.525,-0.5,1.6389363438678649e-09
5.9,6.075,6.25,-0.5,-0.475,-0.45,1.4980784150574935e-09
5.9,6.075,6.25,-0.45,-0.425,-0.4,1.3605542908500756e-09
5.9,6.075,6.25,-0.4,-0.375,-0.35,1.3118161915021601e-09
5.9,6.075,6.25,-0.35,-0.325,-0.3,1.2210084415103863e-09
5.9,6.075,6.25,-0.3,-0.275,-0.25,1.2182114503849096e-09
5.9,6.075,6.25,-0.25,-0.225,-0.2,1.1304185928052638e-09
5.9,6.075,6.25,-0.2,-0.175,-0.15,1.086575734689604e-09
5.9,6.075,6.25,-0.15,-0.125,-0.1,1.1287509372775301e-09
5.9,6.075,6.25,-0.1,-0.075,-0.05,1.0448835058548052e-09
5.9,6.075,6.25,-0.05,-0.025,0.0,1.045642186242817e-09
5.9,6.075,6.25,0.0,0.025,0.05,1.0480031766097082e-09
5.9,6.075,6.25,0.05,0.075,0.1,1.0490549114193761e-09
5.9,6.075,6.25,0.1,0.125,0.15,1.0504327052282928e-09
5.9,6.075,6.25,0.15,0.175,0.2,1.0954495639695286e-09
5.9,6.075,6.25,0.2,0.225,0.25,1.0562623141036006e-09
5.9,6.075,6.25,0.25,0.275,0.3,1.100137853095611e-09
5.9,6.075,6.25,0.3,0.325,0.35,1.1016784846787063e-09
5.9,6.075,6.25,0.35,0.375,0.4,1.1047213581488957e-09
5.9,6.075,6.25,0.4,0.425,0.45,1.155269603993214e-09
5.9,6.075,6.25,0.45,0.475,0.5,1.2008165071329622e-09
5.9,6.075,6.25,0.5,0.525,0.55,1.253910556534239e-09
5.9,6.075,6.25,0.55,0.575,0.6,1.3026151819245042e-09
5.9,6.075,6.25,0.6,0.625,0.65,1.36363731199876e-09
5.9,6.075,6.25,0.65,0.675,0.7,1.4558273349989767e-09
5.9,6.075,6.25,0.7,0.725,0.75,1.63751487697117e-09
5.9,6.075,6.25,0.75,0.775,0.8,1.9090473776021242e-09
5.9,6.075,6.25,0.8,0.825,0.85,2.2768239711378545e-09
5.9,6.075,6.25,0.85,0.875,0.9,4.008184796103282e-09
5.9,6.075,6.25,0.9,0.925,0.95,0.0
5.9,6.075,6.25,0.95,0.975,1.0,0.0
6.25,6.425,6.6,-1.0,-0.975,-0.95,2.3755955087490843e-11
6.25,6.425,6.6,-0.95,-0.925,-0.9,2.867321277142199e-11
6.25,6.425,6.6,-0.9,-0.875,-0.85,3.5246823549662133e-11
6.25,6.425,6.6,-0.85,-0.825,-0.8,4.698987537058158e-11
6.25,6.425,6.6,-0.8,-0.775,-0.75,5.976662499968457e-11
6.25,6.425,6.6,-0.75,-0.725,-0.7,5.863416770443045e-11
6.25,6.425,6.6,-0.7,-0.675,-0.65,5.05383507289607e-11
6.25,6.425,6.6,-0.65,-0.625,-0.6,4.096938729443223e-11
6.25,6.425,6.6,-0.6,-0.575,-0.55,3.674929665878018e-11
6.25,6.425,6.6,-0.55,-0.525,-0.5,3.412831355088475e-11
6.25,6.425,6.6,-0.5,-0.475,-0.45,3.217498277612696e-11
6.25,6.425,6.6,-0.45,-0.425,-0.4,3.081121846346526e-11
6.25,6.425,6.6,-0.4,-0.375,-0.35,2.984450037986694e-11
6.25,6.425,6.6,-0.35,-0.325,-0.3,2.9081980183788724e-11
6.25,6.425,6.6,-0.3,-0.275,-0.25,2.8648236621366478e-11
6.25,6.425,6.6,-0.25,-0.225,-0.2,2.8275899711807425e-11
6.25,6.425,6.6,-0.2,-0.175,-0.15,2.8139880465372747e-11
6.25,6.425,6.6,-0.15,-0.125,-0.1,2.7980887757802375e-11
6.25,6.425,6.6,-0.1,-0.075,-0.05,2.8192729126824825e-11
6.25,6.425,6.6,-0.05,-0.025,0.0,2.8305305638501123e-11
6.25,6.425,6.6,0.0,0.025,0.05,2.8600419513159035e-11
6.25,6.425,6.6,0.05,0.075,0.1,2.887519700490835e-11
6.25,6.425,6.6,0.1,0.125,0.15,2.914207797750968e-11
6.25,6.425,6.6,0.15,0.175,0.2,2.9133909529968365e-11
6.25,6.425,6.6,0.2,0.225,0.25,3.0006689071684115e-11
6.25,6.425,6.6,0.25,0.275,0.3,3.0162455688494107e-11
6.25,6.425,6.6,0.3,0.325,0.35,3.049170494837191e-11
6.25,6.425,6.6,0.35,0.375,0.4,3.115889325679461e-11
6.25,6.425,6.6,0.4,0.425,0.45,3.2100906183537294e-11
6.25,6.425,6.6,0.45,0.475,0.5,3.365506511234154e-11
6.25,6.425,6.6,0.5,0.525,0.55,3.4589166126190406e-11
6.25,6.425,6.6,0.55,0.575,0.6,3.6686961740895524e-11
6.25,6.425,6.6,0.6,0.625,0.65,3.9255061306526504e-11
6.25,6.425,6.6,0.65,0.675,0.7,4.074942054793531e-11
6.25,6.425,6.6,0.7,0.725,0.75,4.125813790157957e-11
6.25,6.425,6.6,0.75,0.775,0.8,4.883519647027512e-11
6.25,6.425,6.6,0.8,0.825,0.85,3.5834732191648945e-11
6.25,6.425,6.6,0.85,0.875,0.9,1.7648076338730337e-11
6.25,6.425,6.6,0.9,0.925,0.95,0.0
6.25,6.425,6.6,0.95,0.975,1.0,0.0
6.6,6.775,6.95,-1.0,-0.975,-0.95,1.8952187436144373e-12
6.6,6.775,6.95,-0.95,-0.925,-0.9,2.688497412729844e-12
6.6,6.775,6.95,-0.9,-0.875,-0.85,3.4403693379260386e-12
6.6,6.775,6.95,-0.85,-0.825,-0.8,5.403317064139942e-12
6.6,6.775,6.95,-0.8,-0.775,-0.75,6.101499776389118e-12
6.6,6.775,6.95,-0.75,-0.725,-0.7,6.975403569430274e-12
6.6,6.775,6.95,-0.7,-0.675,-0.65,7.1605604122025245e-12
6.6,6.775,6.95,-0.65,-0.625,-0.6,5.212359025493564e-12
6.6,6.775,6.95,-0.6,-0.575,-0.55,4.5938934701018136e-12
6.6,6.775,6.95,-0.55,-0.525,-0.5,4.193732920005083e-12
6.6,6.775,6.95,-0.5,-0.475,-0.45,3.946360945458339e-12
6.6,6.775,6.95,-0.45,-0.425,-0.4,3.7558057134688356e-12
6.6,6.775,6.95,-0.4,-0.375,-0.35,3.6210780092588784e-12
6.6,6.775,6.95,-0.35,-0.325,-0.3,3.4932380178342683e-12
6.6,6.775,6.95,-0.3,-0.275,-0.25,3.4314484007832748e-12
6.6,6.775,6.95,-0.25,-0.225,-0.2,3.378772290437495e-12
6.6,6.775,6.95,-0.2,-0.175,-0.15,3.3429561102914042e-12
6.6,6.775,6.95,-0.15,-0.125,-0.1,3.3374594719819494e-12
6.6,6.775,6.95,-0.1,-0.075,-0.05,3.3680941537877865e-12
6.6,6.775,6.95,-0.05,-0.025,0.0,3.3491401466659755e-12
6.6,6.775,6.95,0.0,0.025,0.05,3.3215207133763766e-12
6.6,6.775,6.95,0.05,0.075,0.1,3.3533111846745698e-12
6.6,6.775,6.95,0.1,0.125,0.15,3.3900304254701683e-12
6.6,6.775,6.95,0.15,0.175,0.2,3.434862644163875e-12
6.6,6.775,6.95,0.2,0.225,0.25,3.5100669356534248e-12
6.6,6.775,6.95,0.25,0.275,0.3,3.5588313031629816e-12
6.6,6.775,6.95,0.3,0.325,0.35,3.64388274269912e-12
6.6,6.775,6.95,0.35,0.375,0.4,3.759898331940484e-12
6.6,6.775,6.95,0.4,0.425,0.45,3.901107093517728e-12
6.6,6.775,6.95,0.45,0.475,0.5,4.031113678666438e-12
6.6,6.775,6.95,0.5,0.525,0.55,4.287970435918601e-12
6.6,6.775,6.95,0.55,0.575,0.6,4.451756232461208e-12
6.6,6.775,6.95,0.6,0.625,0.65,4.727782058193099e-12
6.6,6.775,6.95,0.65,0.675,0.7,5.149600738038587e-12
6.6,6.775,6.95,0.7,0.725,0.75,5.654525786763832e-12
6.6,6.775,6.95,0.75,0.775,0.8,5.290532050556397e-12
6.6,6.775,6.95,0.8,0.825,0.85,4.77317860221233e-12
6.6,6.775,6.95,0.85,0.875,0.9,3.5362164365310993e-12
6.6,6.775,6.95,0.9,0.925,0.95,0.0
6.6,6.775,6.95,0.95,0.975,1.0,0.0
6.95,7.125,7.3,-1.0,-0.975,-0.95,1.318609700134374e-13
6.95,7.125,7.3,-0.95,-0.925,-0.9,1.8942357986442134e-13
6.95,7.125,7.3,-0.9,-0.875,-0.85,3.3324209073605465e-13
6.95,7.125,7.3,-0.85,-0.825,-0.8,4.830700709995168e-13
6.95,7.125,7.3,-0.8,-0.775,-0.75,6.35504972065746e-13
6.95,7.125,7.3,-0.75,-0.725,-0.7,6.760586131872369e-13
6.95,7.125,7.3,-0.7,-0.675,-0.65,6.233188668156089e-13
6.95,7.125,7.3,-0.65,-0.625,-0.6,4.740622198722079e-13
6.95,7.125,7.3,-0.6,-0.575,-0.55,4.185059028003987e-13
6.95,7.125,7.3,-0.55,-0.525,-0.5,3.835169337638923e-13
6.95,7.125,7.3,-0.5,-0.475,-0.45,3.5902597408999953e-13
6.95,7.125,7.3,-0.45,-0.425,-0.4,3.4140781521259297e-13
6.95,7.125,7.3,-0.4,-0.375,-0.35,3.289269674059782e-13
6.95,7.125,7.3,-0.35,-0.325,-0.3,3.173568030314538e-13
6.95,7.125,7.3,-0.3,-0.275,-0.25,3.106740659629434e-13
6.95,7.125,7.3,-0.25,-0.225,-0.2,3.058950092298626e-13
6.95,7.125,7.3,-0.2,-0.175,-0.15,3.0092398454126827e-13
6.95,7.125,7.3,-0.15,-0.125,-0.1,2.983131921205261e-13
6.95,7.125,7.3,-0.1,-0.075,-0.05,2.9739727015395114e-13
6.95,7.125,7.3,-0.05,-0.025,0.0,2.9851103753151854e-13
6.95,7.125,7.3,0.0,0.025,0.05,3.0057533732878467e-13
6.95,7.125,7.3,0.05,0.075,0.1,3.030676089589301e-13
6.95,7.125,7.3,0.1,0.125,0.15,3.066293805187295e-13
6.95,7.125,7.3,0.15,0.175,0.2,3.1296281078771853e-13
6.95,7.125,7.3,0.2,0.225,0.25,3.266022530919841e-13
6.95,7.125,7.3,0.25,0.275,0.3,3.331592254182474e-13
6.95,7.125,7.3,0.3,0.325,0.35,3.397821927437145e-13
6.95,7.125,7.3,0.35,0.375,0.4,3.4583018470865646e-13
6.95,7.125,7.3,0.4,0.425,0.45,3.6033210840293934e-13
6.95,7.125,7.3,0.45,0.475,0.5,3.7337597416465817e-13
6.95,7.125,7.3,0.5,0.525,0.55,3.9355937224460457e-13
6.95,7.125,7.3,0.55,0.575,0.6,4.26128957600669e-13
6.95,7.125,7.3,0.6,0.625,0.65,4.675163091133087e-13
6.95,7.125,7.3,0.65,0.675,0.7,5.118687535051071e-13
6.95,7.125,7.3,0.7,0.725,0.75,5.602769293896462e-13
6.95,7.125,7.3,0.75,0.775,0.8,5.740294218524811e-13
6.95,7.125,7.3,0.8,0.825,0.85,4.943672150907383e-13
6.95,7.125,7.3,0.85,0.875,0.9,2.613954862509193e-13
6.95,7.125,7.3,0.9,0.925,0.95,0.0
6.95,7.125,7.3,0.95,0.975,1.0,0.0
7.3,7.475,7.65,-1.0,-0.975,-0.95,4.862145769115984e-15
7.3,7.475,7.65,-0.95,-0.925,-0.9,9.500548600401594e-15
7.3,7.475,7.65,-0.9,-0.875,-0.85,1.8291625962321574e-14
7.3,7.475,7.65,-0.85,-0.825,-0.8,4.683004581419909e-14
7.3,7.475,7.65,-0.8,-0.775,-0.75,5.765406283349758e-14
7.3,7.475,7.65,-0.75,-0.725,-0.7,6.055244462702009e-14
7.3,7.475,7.65,-0.7,-0.675,-0.65,5.903064680317955e-14
7.3,7.475,7.65,-0.65,-0.625,-0.6,4.3244160385560295e-14
7.3,7.475,7.65,-0.6,-0.575,-0.55,3.794311805252558e-14
7.3,7.475,7.65,-0.55,-0.525,-0.5,3.441859856144487e-14
7.3,7.475,7.65,-0.5,-0.475,-0.45,3.2254109034650785e-14
7.3,7.475,7.65,-0.45,-0.425,-0.4,3.0528815260095855e-14
7.3,7.475,7.65,-0.4,-0.375,-0.35,2.932457086089127e-14
7.3,7.475,7.65,-0.35,-0.325,-0.3,2.8150022113428897e-14
7.3,7.475,7.65,-0.3,-0.275,-0.25,2.7437262177209053e-14
7.3,7.475,7.65,-0.25,-0.225,-0.2,2.690214807288025e-14
7.3,7.475,7.65,-0.2,-0.175,-0.15,2.640124140435166e-14
7.3,7.475,7.65,-0.15,-0.125,-0.1,2.6175401866851348e-14
7.3,7.475,7.65,-0.1,-0.075,-0.05,2.5989432535947277e-14
7.3,7.475,7.65,-0.05,-0.025,0.0,2.601860100921105e-14
7.3,7.475,7.65,0.0,0.025,0.05,2.6086514750526634e-14
7.3,7.475,7.65,0.05,0.075,0.1,2.6182963600867894e-14
7.3,7.475,7.65,0.1,0.125,0.15,2.6316825578961757e-14
7.3,7.475,7.65,0.15,0.175,0.2,2.6906214670789168e-14
7.3,7.475,7.65,0.2,0.225,0.25,2.7406989477306323e-14
7.3,7.475,7.65,0.25,0.275,0.3,2.8152433034929873e-14
7.3,7.475,7.65,0.3,0.325,0.35,2.937866873228937e-14
7.3,7.475,7.65,0.35,0.375,0.4,3.031775475257945e-14
7.3,7.475,7.65,0.4,0.425,0.45,3.083298985692031e-14
7.3,7.475,7.65,0.45,0.475,0.5,3.277361815309141e-14
7.3,7.475,7.65,0.5,0.525,0.55,3.484253838012172e-14
