log10(nu_E [GeV]) low,log10(nu_E [GeV]) center,log10(nu_E [GeV]) high,log10(psi [degrees]),dP/dOmega
3.450,3.625,3.800,-1.4152800954400542,73.62867030894638
3.450,3.625,3.800,-1.412150894587076,73.62867111636443
3.450,3.625,3.800,-1.4090216937340978,73.62867195236507
3.450,3.625,3.800,-1.40589249288112,73.62867281220336
3.450,3.625,3.800,-1.4027632920281419,73.62867369113434
3.450,3.625,3.800,-1.3996340911751637,73.62867458441303
3.450,3.625,3.800,-1.3965048903221855,73.6286754872945
3.450,3.625,3.800,-1.3933756894692073,73.62867639503376
3.450,3.625,3.800,-1.3902464886162291,73.62867730288589
3.450,3.625,3.800,-1.387117287763251,73.62867820610589
3.450,3.625,3.800,-1.3839880869102728,73.62867909994881
3.450,3.625,3.800,-1.3808588860572946,73.62867997966971
3.450,3.625,3.800,-1.3777296852043164,73.62868084052361
3.450,3.625,3.800,-1.3746004843513386,73.62868167776556
3.450,3.625,3.800,-1.3714712834983604,73.62868248665059
3.450,3.625,3.800,-1.3683420826453823,73.62868326243375
3.450,3.625,3.800,-1.365212881792404,73.62868400037009
3.450,3.625,3.800,-1.362083680939426,73.62868469571461
3.450,3.625,3.800,-1.3589544800864477,73.6286853437224
3.450,3.625,3.800,-1.3558252792334695,73.62868593964846
3.450,3.625,3.800,-1.3526960783804913,73.62868647874787
3.450,3.625,3.800,-1.3495668775275131,73.62868695627563
3.450,3.625,3.800,-1.346437676674535,73.6286873674868
3.450,3.625,3.800,-1.3433084758215572,73.62868770763643
3.450,3.625,3.800,-1.340179274968579,73.62868797197955
3.450,3.625,3.800,-1.3370500741156008,73.62868815577119
3.450,3.625,3.800,-1.3339208732626227,73.6286882542664
3.450,3.625,3.800,-1.3307916724096445,73.6286882627202
3.450,3.625,3.800,-1.3276624715566663,73.62868817638767
3.450,3.625,3.800,-1.324533270703688,73.62868799052383
3.450,3.625,3.800,-1.32140406985071,73.62868770038372
3.450,3.625,3.800,-1.3182748689977317,73.62868730122237
3.450,3.625,3.800,-1.3151456681447535,73.62868678829484
3.450,3.625,3.800,-1.3120164672917758,73.62868615685616
3.450,3.625,3.800,-1.3088872664387976,73.62868540216137
3.450,3.625,3.800,-1.3057580655858194,73.62868451946551
3.450,3.625,3.800,-1.3026288647328412,73.62868350402361
3.450,3.625,3.800,-1.299499663879863,73.62868235109073
3.450,3.625,3.800,-1.2963704630268849,73.6286810559219
3.450,3.625,3.800,-1.2932412621739067,73.62867961377216
3.450,3.625,3.800,-1.2901120613209285,73.62867801989655
3.450,3.625,3.800,-1.2869828604679503,73.62867626955013
3.450,3.625,3.800,-1.283853659614972,73.6286743579879
3.450,3.625,3.800,-1.2807244587619944,73.62867228046493
3.450,3.625,3.800,-1.2775952579090162,73.62867003223626
3.450,3.625,3.800,-1.274466057056038,73.6286676085755
3.450,3.625,3.800,-1.2713368562030598,73.62866501068527
3.450,3.625,3.800,-1.2682076553500816,73.62866225413912
3.450,3.625,3.800,-1.2650784544971034,73.62865935664547
3.450,3.625,3.800,-1.2619492536441252,73.62865633591277
3.450,3.625,3.800,-1.258820052791147,73.62865320964943
3.450,3.625,3.800,-1.2556908519381689,73.6286499955639
3.450,3.625,3.800,-1.2525616510851907,73.62864671136461
3.450,3.625,3.800,-1.249432450232213,73.62864337475999
3.450,3.625,3.800,-1.2463032493792348,73.62864000345846
3.450,3.625,3.800,-1.2431740485262566,73.62863661516845
3.450,3.625,3.800,-1.2400448476732784,73.6286332275984
3.450,3.625,3.800,-1.2369156468203002,73.62862985845675
3.450,3.625,3.800,-1.233786445967322,73.62862652545192
3.450,3.625,3.800,-1.2306572451143438,73.62862324629234
3.450,3.625,3.800,-1.2275280442613656,73.62862003868644
3.450,3.625,3.800,-1.2243988434083874,73.62861692034265
3.450,3.625,3.800,-1.2212696425554093,73.62861390896941
3.450,3.625,3.800,-1.2181404417024315,73.62861102227515
3.450,3.625,3.800,-1.2150112408494533,73.62860827796831
3.450,3.625,3.800,-1.2118820399964751,73.6286056937573
3.450,3.625,3.800,-1.208752839143497,73.62860328735054
3.450,3.625,3.800,-1.2056236382905188,73.6286010764565
3.450,3.625,3.800,-1.2024944374375406,73.6285990787836
3.450,3.625,3.800,-1.1993652365845624,73.62859731204024
3.450,3.625,3.800,-1.1962360357315842,73.62859579393489
3.450,3.625,3.800,-1.193106834878606,73.62859454217596
3.450,3.625,3.800,-1.1899776340256278,73.62859357447189
3.450,3.625,3.800,-1.18684843317265,73.6285929085311
3.450,3.625,3.800,-1.183719232319672,73.62859256206204
3.450,3.625,3.800,-1.1805900314666937,73.62859255277313
3.450,3.625,3.800,-1.1774608306137155,73.62859289837279
3.450,3.625,3.800,-1.1743316297607373,73.62859361656947
3.450,3.625,3.800,-1.1712024289077592,73.6285947250716
3.450,3.625,3.800,-1.168073228054781,73.62859624158759
3.450,3.625,3.800,-1.1649440272018028,73.62859818382589
3.450,3.625,3.800,-1.1618148263488246,73.62860056949492
3.450,3.625,3.800,-1.1586856254958464,73.62860341630312
3.450,3.625,3.800,-1.1555564246428687,73.62860674195893
3.450,3.625,3.800,-1.1524272237898905,73.62861056417076
3.450,3.625,3.800,-1.1492980229369123,73.62861490064705
3.450,3.625,3.800,-1.1461688220839341,73.62861976909625
3.450,3.625,3.800,-1.143039621230956,73.62862518722675
3.450,3.625,3.800,-1.1399104203779777,73.628631172747
3.450,3.625,3.800,-1.1367812195249996,73.62863774336546
3.450,3.625,3.800,-1.1336520186720214,73.62864491679052
3.450,3.625,3.800,-1.1305228178190432,73.62865271073063
3.450,3.625,3.800,-1.127393616966065,73.62866114289423
3.450,3.625,3.800,-1.1242644161130873,73.62867023080831
3.450,3.625,3.800,-1.121135215260109,73.62867996641357
3.450,3.625,3.800,-1.1180060144071309,73.62869028987213
3.450,3.625,3.800,-1.1148768135541527,73.62870113509521
3.450,3.625,3.800,-1.1117476127011745,73.62871243599407
3.450,3.625,3.800,-1.1086184118481963,73.62872412647994
3.450,3.625,3.800,-1.1054892109952181,73.62873614046404
3.450,3.625,3.800,-1.10236001014224,73.62874841185763
3.450,3.625,3.800,-1.0992308092892618,73.62876087457191
3.450,3.625,3.800,-1.0961016084362836,73.62877346251815
3.450,3.625,3.800,-1.0929724075833058,73.62878610960757
3.450,3.625,3.800,-1.0898432067303276,73.62879874975141
3.450,3.625,3.800,-1.0867140058773495,73.6288113168609
3.450,3.625,3.800,-1.0835848050243713,73.62882374484728
3.450,3.625,3.800,-1.080455604171393,73.62883596762178
3.450,3.625,3.800,-1.077326403318415,73.62884791909563
3.450,3.625,3.800,-1.0741972024654367,73.62885953318009
3.450,3.625,3.800,-1.0710680016124585,73.62887074378638
3.450,3.625,3.800,-1.0679388007594803,73.62888148482573
3.450,3.625,3.800,-1.0648095999065021,73.62889169020937
3.450,3.625,3.800,-1.0616803990535244,73.62890129384856
3.450,3.625,3.800,-1.0585511982005462,73.62891022965452
3.450,3.625,3.800,-1.055421997347568,73.62891843153848
3.450,3.625,3.800,-1.0522927964945898,73.62892583341169
3.450,3.625,3.800,-1.0491635956416117,73.62893236918538
3.450,3.625,3.800,-1.0460343947886335,73.62893797277077
3.450,3.625,3.800,-1.0429051939356553,73.62894257807912
3.450,3.625,3.800,-1.039775993082677,73.62894611902165
3.450,3.625,3.800,-1.036646792229699,73.62894852950959
3.450,3.625,3.800,-1.0335175913767207,73.6289497434542
3.450,3.625,3.800,-1.030388390523743,73.62894969476669
3.450,3.625,3.800,-1.0272591896707648,73.62894831735831
3.450,3.625,3.800,-1.0241299888177866,73.62894554514028
3.450,3.625,3.800,-1.0210007879648084,73.62894131202385
3.450,3.625,3.800,-1.0178715871118302,73.62893555192026
3.450,3.625,3.800,-1.014742386258852,73.62892819874074
3.450,3.625,3.800,-1.0116131854058739,73.62891918639652
3.450,3.625,3.800,-1.0084839845528957,73.62890844879884
3.450,3.625,3.800,-1.0053547836999175,73.62889591985892
3.450,3.625,3.800,-1.0022255828469393,73.62888153348801
3.450,3.625,3.800,-0.9990963819939616,73.62886522359736
3.450,3.625,3.800,-0.9959671811409834,73.62884692409818
3.450,3.625,3.800,-0.9928379802880052,73.62882656890172
3.450,3.625,3.800,-0.989708779435027,73.62880409191919
3.450,3.625,3.800,-0.9865795785820488,73.62877942706187
3.450,3.625,3.800,-0.9834503777290706,73.62875250824096
3.450,3.625,3.800,-0.9803211768760924,73.62872326936771
3.450,3.625,3.800,-0.9771919760231143,73.62869164435335
3.450,3.625,3.800,-0.9740627751701361,73.62865756850954
3.450,3.625,3.800,-0.9709335743171579,73.62862108592991
3.450,3.625,3.800,-0.9678043734641801,73.62858242534544
3.450,3.625,3.800,-0.964675172611202,73.62854183340275
3.450,3.625,3.800,-0.9615459717582238,73.62849955674847
3.450,3.625,3.800,-0.9584167709052456,73.62845584202923
3.450,3.625,3.800,-0.9552875700522674,73.62841093589165
3.450,3.625,3.800,-0.9521583691992892,73.62836508498236
3.450,3.625,3.800,-0.949029168346311,73.62831853594801
3.450,3.625,3.800,-0.9458999674933328,73.62827153543519
3.450,3.625,3.800,-0.9427707666403546,73.62822433009055
3.450,3.625,3.800,-0.9396415657873765,73.6281771665607
3.450,3.625,3.800,-0.9365123649343987,73.62813029149228
3.450,3.625,3.800,-0.9333831640814205,73.62808395153192
3.450,3.625,3.800,-0.9302539632284423,73.62803839332625
3.450,3.625,3.800,-0.9271247623754642,73.62799386352188
3.450,3.625,3.800,-0.923995561522486,73.62795060876546
3.450,3.625,3.800,-0.9208663606695078,73.62790887570358
3.450,3.625,3.800,-0.9177371598165296,73.62786891098291
3.450,3.625,3.800,-0.9146079589635514,73.62783096125007
3.450,3.625,3.800,-0.9114787581105732,73.62779527315166
3.450,3.625,3.800,-0.908349557257595,73.62776209333433
3.450,3.625,3.800,-0.9052203564046173,73.6277316684447
3.450,3.625,3.800,-0.9020911555516391,73.6277042451294
3.450,3.625,3.800,-0.8989619546986609,73.62768007003504
3.450,3.625,3.800,-0.8958327538456827,73.62765938980827
3.450,3.625,3.800,-0.8927035529927045,73.62764245109572
3.450,3.625,3.800,-0.8895743521397264,73.627629500544
3.450,3.625,3.800,-0.8864451512867482,73.62762078479975
3.450,3.625,3.800,-0.88331595043377,73.62761655050959
3.450,3.625,3.800,-0.8801867495807918,73.62761704432015
3.450,3.625,3.800,-0.8770575487278136,73.62762251287805
3.450,3.625,3.800,-0.8739283478748359,73.62763320282993
3.450,3.625,3.800,-0.8707991470218577,73.6276493608224
3.450,3.625,3.800,-0.8676699461688795,73.62767123350211
3.450,3.625,3.800,-0.8645407453159013,73.62769906751568
3.450,3.625,3.800,-0.8614115444629231,73.62773310950972
3.450,3.625,3.800,-0.8582823436099449,73.62777360613087
3.450,3.625,3.800,-0.8551531427569667,73.62782080402577
3.450,3.625,3.800,-0.8520239419039886,73.62787494984103
3.450,3.625,3.800,-0.8488947410510104,73.62793629022327
3.450,3.625,3.800,-0.8457655401980322,73.62800507181915
3.450,3.625,3.800,-0.8426363393450544,73.62808154127526
3.450,3.625,3.800,-0.8395071384920763,73.62816594523825
3.450,3.625,3.800,-0.8363779376390981,73.62825853035474
3.450,3.625,3.800,-0.8332487367861199,73.62835954327136
3.450,3.625,3.800,-0.8301195359331417,73.62846923063472
3.450,3.625,3.800,-0.8269903350801635,73.62858783909148
3.450,3.625,3.800,-0.8238611342271853,73.62871560591067
3.450,3.625,3.800,-0.8207319333742071,73.6288523122814
3.450,3.625,3.800,-0.817602732521229,73.62899708776138
3.450,3.625,3.800,-0.8144735316682508,73.62914901185287
3.450,3.625,3.800,-0.811344330815273,73.62930716405816
3.450,3.625,3.800,-0.8082151299622948,73.62947062387947
3.450,3.625,3.800,-0.8050859291093166,73.62963847081906
3.450,3.625,3.800,-0.8019567282563385,73.6298097843792
3.450,3.625,3.800,-0.7988275274033603,73.62998364406214
3.450,3.625,3.800,-0.7956983265503821,73.63015912937013
3.450,3.625,3.800,-0.7925691256974039,73.63033531980541
3.450,3.625,3.800,-0.7894399248444257,73.63051129487027
3.450,3.625,3.800,-0.7863107239914475,73.63068613406695
3.450,3.625,3.800,-0.7831815231384693,73.63085891689771
3.450,3.625,3.800,-0.7800523222854912,73.63102872286478
3.450,3.625,3.800,-0.7769231214325134,73.63119463147045
3.450,3.625,3.800,-0.7737939205795352,73.63135572221697
3.450,3.625,3.800,-0.770664719726557,73.63151107460656
3.450,3.625,3.800,-0.7675355188735788,73.63165976814153
3.450,3.625,3.800,-0.7644063180206007,73.63180088232409
3.450,3.625,3.800,-0.7612771171676225,73.63193349665652
3.450,3.625,3.800,-0.7581479163146443,73.63205669064106
3.450,3.625,3.800,-0.7550187154616661,73.63216954378
3.450,3.625,3.800,-0.7518895146086879,73.63227113557554
3.450,3.625,3.800,-0.7487603137557097,73.63236054552998
3.450,3.625,3.800,-0.745631112902732,73.63243685314555
3.450,3.625,3.800,-0.7425019120497538,73.63249913792453
3.450,3.625,3.800,-0.7393727111967756,73.63254647936915
3.450,3.625,3.800,-0.7362435103437974,73.63257795698168
3.450,3.625,3.800,-0.7331143094908192,73.63259265026439
3.450,3.625,3.800,-0.729985108637841,73.6325896387195
3.450,3.625,3.800,-0.7268559077848629,73.63256800184928
3.450,3.625,3.800,-0.7237267069318847,73.632526819156
3.450,3.625,3.800,-0.7205975060789065,73.6324651701419
3.450,3.625,3.800,-0.7174683052259283,73.63238213430924
3.450,3.625,3.800,-0.7143391043729506,73.63227679116028
3.450,3.625,3.800,-0.7112099035199724,73.63214822019727
3.450,3.625,3.800,-0.7080807026669942,73.63199550092247
3.450,3.625,3.800,-0.704951501814016,73.63181771283813
3.450,3.625,3.800,-0.7018223009610378,73.63161393544651
3.450,3.625,3.800,-0.6986931001080596,73.63138324824986
3.450,3.625,3.800,-0.6955638992550814,73.63112473075043
3.450,3.625,3.800,-0.6924346984021033,73.6308374624505
3.450,3.625,3.800,-0.6893054975491251,73.63052052285231
3.450,3.625,3.800,-0.6861762966961469,73.63017299145811
3.450,3.625,3.800,-0.6830470958431691,73.62979394777015
3.450,3.625,3.800,-0.679917894990191,73.62938247129071
3.450,3.625,3.800,-0.6767886941372128,73.62893764152203
3.450,3.625,3.800,-0.6736594932842346,73.62845859503895
3.450,3.625,3.800,-0.6705302924312564,73.6279463558445
3.450,3.625,3.800,-0.6674010915782782,73.62740422369266
3.450,3.625,3.800,-0.6642718907253,73.62683563392781
3.450,3.625,3.800,-0.6611426898723218,73.62624402189427
3.450,3.625,3.800,-0.6580134890193436,73.6256328229364
3.450,3.625,3.800,-0.6548842881663655,73.62500547239854
3.450,3.625,3.800,-0.6517550873133877,73.62436540562507
3.450,3.625,3.800,-0.6486258864604095,73.62371605796032
3.450,3.625,3.800,-0.6454966856074313,73.62306086474864
3.450,3.625,3.800,-0.6423674847544532,73.62240326133438
3.450,3.625,3.800,-0.639238283901475,73.62174668306191
3.450,3.625,3.800,-0.6361090830484968,73.62109456527556
3.450,3.625,3.800,-0.6329798821955186,73.62045034331969
3.450,3.625,3.800,-0.6298506813425404,73.61981745253864
3.450,3.625,3.800,-0.6267214804895622,73.61919932827676
3.450,3.625,3.800,-0.623592279636584,73.61859940587843
3.450,3.625,3.800,-0.6204630787836063,73.61802112068797
3.450,3.625,3.800,-0.6173338779306281,73.61746790804973
3.450,3.625,3.800,-0.6142046770776499,73.61694320330808
3.450,3.625,3.800,-0.6110754762246717,73.61645044180737
3.450,3.625,3.800,-0.6079462753716935,73.61599305889193
3.450,3.625,3.800,-0.6048170745187154,73.61557448990612
3.450,3.625,3.800,-0.6016878736657372,73.6151981701943
3.450,3.625,3.800,-0.598558672812759,73.61486753510083
3.450,3.625,3.800,-0.5954294719597808,73.61458601997002
3.450,3.625,3.800,-0.5923002711068026,73.61435706014626
3.450,3.625,3.800,-0.5891710702538249,73.61418409097388
3.450,3.625,3.800,-0.5860418694008467,73.61407054779724
3.450,3.625,3.800,-0.5829126685478685,73.61401986596069
3.450,3.625,3.800,-0.5797834676948903,73.61403548080857
3.450,3.625,3.800,-0.5766542668419121,73.61412082768524
3.450,3.625,3.800,-0.5735250659889339,73.61427934193505
3.450,3.625,3.800,-0.5703958651359557,73.61451445890235
3.450,3.625,3.800,-0.5672666642829776,73.61482961393149
3.450,3.625,3.800,-0.5641374634299994,73.61522824236683
3.450,3.625,3.800,-0.5610082625770212,73.6157137795527
3.450,3.625,3.800,-0.5578790617240434,73.61628966083347
3.450,3.625,3.800,-0.5547498608710653,73.61695932155348
3.450,3.625,3.800,-0.5516206600180871,73.6177261970571
3.450,3.625,3.800,-0.5484914591651089,73.61859372268864
3.450,3.625,3.800,-0.5453622583121307,73.6195653337925
3.450,3.625,3.800,-0.5422330574591525,73.62064446571299
3.450,3.625,3.800,-0.5391038566061743,73.62183455379449
3.450,3.625,3.800,-0.5359746557531961,73.62313903338132
3.450,3.625,3.800,-0.532845454900218,73.62456133981786
3.450,3.625,3.800,-0.5297162540472398,73.62610490844844
3.450,3.625,3.800,-0.526587053194262,73.62777317461743
3.450,3.625,3.800,-0.5234578523412838,73.6295692493699
3.450,3.625,3.800,-0.5203286514883056,73.6314885274179
3.450,3.625,3.800,-0.5171994506353275,73.63351854134366
3.450,3.625,3.800,-0.5140702497823493,73.6356464702675
3.450,3.625,3.800,-0.5109410489293711,73.63785949330979
3.450,3.625,3.800,-0.5078118480763929,73.64014478959086
3.450,3.625,3.800,-0.5046826472234147,73.64248953823103
3.450,3.625,3.800,-0.5015534463704365,73.64488091835068
3.450,3.625,3.800,-0.49842424551745834,73.64730610907012
3.450,3.625,3.800,-0.4952950446644806,73.6497522895097
3.450,3.625,3.800,-0.4921658438115024,73.65220663878976
3.450,3.625,3.800,-0.4890366429585242,73.65465633603067
3.450,3.625,3.800,-0.48590744210554604,73.65708856035273
3.450,3.625,3.800,-0.48277824125256785,73.65949049087631
3.450,3.625,3.800,-0.47964904039958967,73.66184930672172
3.450,3.625,3.800,-0.4765198395466115,73.66415218700935
3.450,3.625,3.800,-0.4733906386936333,73.66638631085951
3.450,3.625,3.800,-0.4702614378406551,73.66853885739253
3.450,3.625,3.800,-0.4671322369876769,73.67059700572878
3.450,3.625,3.800,-0.4640030361346992,73.6725479349886
3.450,3.625,3.800,-0.460873835281721,73.67437882429232
3.450,3.625,3.800,-0.4577446344287428,73.67607685276027
3.450,3.625,3.800,-0.4546154335757646,73.67762919951282
3.450,3.625,3.800,-0.45148623272278643,73.6790230436703
3.450,3.625,3.800,-0.44835703186980824,73.68024556435303
3.450,3.625,3.800,-0.44522783101683006,73.6812839406814
3.450,3.625,3.800,-0.44209863016385187,73.6821253517757
3.450,3.625,3.800,-0.4389694293108737,73.68275697675631
3.450,3.625,3.800,-0.4358402284578955,73.68316599474355
3.450,3.625,3.800,-0.43271102760491775,73.68333958485776
3.450,3.625,3.800,-0.42958182675193957,73.68326492621931
3.450,3.625,3.800,-0.4264526258989614,73.68292919794851
3.450,3.625,3.800,-0.4233234250459832,73.68231957916572
3.450,3.625,3.800,-0.420194224193005,73.68142324899127
3.450,3.625,3.800,-0.4170650233400268,73.68022738654551
3.450,3.625,3.800,-0.41393582248704863,73.67871917094878
3.450,3.625,3.800,-0.41080662163407045,73.67688578132143
3.450,3.625,3.800,-0.40767742078109226,73.67471439678378
3.450,3.625,3.800,-0.4045482199281141,73.6721921964562
3.450,3.625,3.800,-0.40141901907513633,73.669306359459
3.450,3.625,3.800,-0.39828981822215814,73.66604406491254
3.450,3.625,3.800,-0.39516061736917996,73.66239249193717
3.450,3.625,3.800,-0.39203141651620177,73.65833881965322
3.450,3.625,3.800,-0.3889022156632236,73.65387022718103
3.450,3.625,3.800,-0.3857730148102454,73.64897389364096
3.450,3.625,3.800,-0.3826438139572672,73.64363699815331
3.450,3.625,3.800,-0.379514613104289,73.63784671983848
3.450,3.625,3.800,-0.37638541225131084,73.63159023781675
3.450,3.625,3.800,-0.37325621139833265,73.62485648104375
3.450,3.625,3.800,-0.3701270105453549,73.61766556494935
3.450,3.625,3.800,-0.3669978096923767,73.61006446019653
3.450,3.625,3.800,-0.36386860883939853,73.60210101495957
3.450,3.625,3.800,-0.36073940798642035,73.59382307741276
3.450,3.625,3.800,-0.35761020713344216,73.58527849573038
3.450,3.625,3.800,-0.354481006280464,73.5765151180867
3.450,3.625,3.800,-0.3513518054274858,73.56758079265602
3.450,3.625,3.800,-0.3482226045745076,73.55852336761261
3.450,3.625,3.800,-0.3450934037215294,73.54939069113075
3.450,3.625,3.800,-0.3419642028685512,73.54023061138473
3.450,3.625,3.800,-0.3388350020155735,73.53109097654884
3.450,3.625,3.800,-0.3357058011625953,73.52201963479735
3.450,3.625,3.800,-0.3325766003096171,73.51306443430454
3.450,3.625,3.800,-0.3294473994566389,73.5042732232447
3.450,3.625,3.800,-0.32631819860366074,73.49569384979209
3.450,3.625,3.800,-0.32318899775068255,73.48737416212103
3.450,3.625,3.800,-0.32005979689770436,73.47936200840577
3.450,3.625,3.800,-0.3169305960447262,73.47170523682063
3.450,3.625,3.800,-0.313801395191748,73.46445169553984
3.450,3.625,3.800,-0.3106721943387698,73.45764923273772
3.450,3.625,3.800,-0.30754299348579206,73.45134569658855
3.450,3.625,3.800,-0.3044137926328139,73.44558893526658
3.450,3.625,3.800,-0.3012845917798357,73.44042679694614
3.450,3.625,3.800,-0.2981553909268575,73.43590712980148
3.450,3.625,3.800,-0.2950261900738793,73.43207778200689
3.450,3.625,3.800,-0.2918969892209011,73.42898660173664
3.450,3.625,3.800,-0.28876778836792294,73.42668143716504
3.450,3.625,3.800,-0.28563858751494475,73.42521013646635
3.450,3.625,3.800,-0.28250938666196657,73.42462054781487
3.450,3.625,3.800,-0.2793801858089884,73.42496051938485
3.450,3.625,3.800,-0.27625098495601064,73.42627789935061
3.450,3.625,3.800,-0.27312178410303245,73.42862053588641
3.450,3.625,3.800,-0.26999258325005426,73.43203627716653
3.450,3.625,3.800,-0.2668633823970761,73.43657297136527
3.450,3.625,3.800,-0.2637341815440979,73.4422784666569
3.450,3.625,3.800,-0.2606049806911197,73.4492006112157
3.450,3.625,3.800,-0.2574757798381415,73.45738725321596
3.450,3.625,3.800,-0.25434657898516333,73.46688624083195
3.450,3.625,3.800,-0.25121737813218514,73.47774542223797
3.450,3.625,3.800,-0.24808817727920696,73.49001264560829
3.450,3.625,3.800,-0.2449589764262292,73.50373575911719
3.450,3.625,3.800,-0.24182977557325103,73.51896261093897
3.450,3.625,3.800,-0.23870057472027284,73.53574104924789
3.450,3.625,3.800,-0.23557137386729465,73.55411892221824
3.450,3.625,3.800,-0.23244217301431647,73.5741440780243
3.450,3.625,3.800,-0.22931297216133828,73.59586436484037
3.450,3.625,3.800,-0.2261837713083601,73.6193276308407
3.450,3.625,3.800,-0.2230545704553819,73.64457265623697
3.450,3.625,3.800,-0.21992536960240372,73.67151354847653
3.450,3.625,3.800,-0.21679616874942553,73.6999737787337
3.450,3.625,3.800,-0.2136669678964478,73.72977477519105
3.450,3.625,3.800,-0.2105377670434696,73.76073796603107
3.450,3.625,3.800,-0.20740856619049142,73.79268477943631
3.450,3.625,3.800,-0.20427936533751323,73.8254366435893
3.450,3.625,3.800,-0.20115016448453504,73.85881498667257
3.450,3.625,3.800,-0.19802096363155686,73.89264123686864
3.450,3.625,3.800,-0.19489176277857867,73.92673682236004
3.450,3.625,3.800,-0.19176256192560048,73.96092317132931
3.450,3.625,3.800,-0.1886333610726223,73.99502171195898
3.450,3.625,3.800,-0.1855041602196441,74.02885387243158
3.450,3.625,3.800,-0.18237495936666637,74.06224108092962
3.450,3.625,3.800,-0.17924575851368818,74.09500476563565
3.450,3.625,3.800,-0.17611655766071,74.12696635473219
3.450,3.625,3.800,-0.1729873568077318,74.15794727640177
3.450,3.625,3.800,-0.16985815595475362,74.18776895882692
3.450,3.625,3.800,-0.16672895510177543,74.21625283019019
3.450,3.625,3.800,-0.16359975424879725,74.24322031867408
3.450,3.625,3.800,-0.16047055339581906,74.26849285246112
3.450,3.625,3.800,-0.15734135254284087,74.29189185973387
3.450,3.625,3.800,-0.1542121516898627,74.31323876867482
3.450,3.625,3.800,-0.15108295083688494,74.33235500746653
3.450,3.625,3.800,-0.14795374998390676,74.34906200429153
3.450,3.625,3.800,-0.14482454913092857,74.36318118733232
3.450,3.625,3.800,-0.14169534827795038,74.37453398477146
3.450,3.625,3.800,-0.1385661474249722,74.38294182479146
3.450,3.625,3.800,-0.135436946571994,74.38822613557487
3.450,3.625,3.800,-0.13230774571901582,74.39020834530419
3.450,3.625,3.800,-0.12917854486603764,74.38870988216198
3.450,3.625,3.800,-0.12604934401305945,74.38355217433075
3.450,3.625,3.800,-0.12292014316008126,74.37455664999304
3.450,3.625,3.800,-0.11979094230710352,74.36154473733137
3.450,3.625,3.800,-0.11666174145412533,74.34433786452828
3.450,3.625,3.800,-0.11353254060114715,74.3227574597663
3.450,3.625,3.800,-0.11040333974816896,74.29662495122794
3.450,3.625,3.800,-0.10727413889519077,74.26576176709575
3.450,3.625,3.800,-0.10414493804221259,74.22998933555226
3.450,3.625,3.800,-0.1010157371892344,74.18912908477998
3.450,3.625,3.800,-0.09788653633625621,74.14300244296146
3.450,3.625,3.800,-0.09475733548327803,74.09143083827922
3.450,3.625,3.800,-0.09162813463029984,74.0342356989158
3.450,3.625,3.800,-0.0884989337773221,73.97123845305372
3.450,3.625,3.800,-0.08536973292434391,73.9022605288755
3.450,3.625,3.800,-0.08224053207136572,73.8271233545637
3.450,3.625,3.800,-0.07911133121838754,73.74564835830081
3.450,3.625,3.800,-0.07598213036540935,73.65765696826938
3.450,3.625,3.800,-0.07285292951243116,73.56298956443854
3.450,3.625,3.800,-0.06972372865945298,73.46169196968548
3.450,3.625,3.800,-0.06659452780647479,73.35393581460814
3.450,3.625,3.800,-0.0634653269534966,73.2398945437267
3.450,3.625,3.800,-0.06033612610051842,73.11974160156139
3.450,3.625,3.800,-0.057206925247540674,72.99365043263235
3.450,3.625,3.800,-0.05407772439456249,72.86179448145977
3.450,3.625,3.800,-0.0509485235415843,72.72434719256384
3.450,3.625,3.800,-0.047819322688606114,72.58148201046474
3.450,3.625,3.800,-0.04469012183562793,72.43337237968267
3.450,3.625,3.800,-0.04156092098264974,72.28019174473778
3.450,3.625,3.800,-0.038431720129671554,72.12211355015029
3.450,3.625,3.800,-0.03530251927669337,71.95931124044037
3.450,3.625,3.800,-0.03217331842371518,71.79195826012821
3.450,3.625,3.800,-0.029044117570736994,71.62022805373398
3.450,3.625,3.800,-0.02591491671775925,71.44429406577791
3.450,3.625,3.800,-0.022785715864781064,71.26432974078011
3.450,3.625,3.800,-0.019656515011802878,71.08050852326082
3.450,3.625,3.800,-0.01652731415882469,70.89300385774021
3.450,3.625,3.800,-0.013398113305846504,70.70198918873845
3.450,3.625,3.800,-0.010268912452868317,70.50763796077574
3.450,3.625,3.800,-0.007139711599890131,70.31012361837226
3.450,3.625,3.800,-0.004010510746911944,70.1096196060482
3.450,3.625,3.800,-0.0008813098939337571,69.90629936832373
3.450,3.625,3.800,0.0022478909590439855,69.70033634971908
3.450,3.625,3.800,0.005377091812022172,69.49190399475437
3.450,3.625,3.800,0.008506292665000359,69.28117574794982
3.450,3.625,3.800,0.011635493517978546,69.06832505382559
3.450,3.625,3.800,0.014764694370956732,68.8535253569019
3.450,3.625,3.800,0.01789389522393492,68.6369501016989
3.450,3.625,3.800,0.021023096076913106,68.4187727327368
3.450,3.625,3.800,0.024152296929891293,68.19916669453578
3.450,3.625,3.800,0.02728149778286948,67.97830543161601
3.450,3.625,3.800,0.030410698635847666,67.75636238849768
3.450,3.625,3.800,0.03353989948882585,67.53351100970099
3.450,3.625,3.800,0.03666910034180404,67.30992473974611
3.450,3.625,3.800,0.039798301194782226,67.08577702315323
3.450,3.625,3.800,0.04292750204776041,66.86124130444252
