log10(nu_E [GeV]) low,log10(nu_E [GeV]) center,log10(nu_E [GeV]) high,log10(psi [degrees]),dP/dOmega
2.050,2.225,2.400,-3.3053174106388523,379.16816462201854
2.050,2.225,2.400,-3.302188209785874,379.1681646210958
2.050,2.225,2.400,-3.299059008932896,379.16816462018664
2.050,2.225,2.400,-3.2959298080799178,379.168164619291
2.050,2.225,2.400,-3.2928006072269396,379.1681646184088
2.050,2.225,2.400,-3.2896714063739614,379.1681646175399
2.050,2.225,2.400,-3.2865422055209836,379.16816461668424
2.050,2.225,2.400,-3.2834130046680055,379.16816461584165
2.050,2.225,2.400,-3.2802838038150273,379.168164615012
2.050,2.225,2.400,-3.277154602962049,379.16816461419535
2.050,2.225,2.400,-3.274025402109071,379.16816461339147
2.050,2.225,2.400,-3.2708962012560927,379.1681646126003
2.050,2.225,2.400,-3.2677670004031145,379.16816461182174
2.050,2.225,2.400,-3.2646377995501368,379.16816461105566
2.050,2.225,2.400,-3.2615085986971586,379.16816461030203
2.050,2.225,2.400,-3.2583793978441804,379.16816460956073
2.050,2.225,2.400,-3.255250196991202,379.1681646088316
2.050,2.225,2.400,-3.252120996138224,379.1681646081146
2.050,2.225,2.400,-3.248991795285246,379.16816460740955
2.050,2.225,2.400,-3.2458625944322677,379.16816460671646
2.050,2.225,2.400,-3.2427333935792895,379.1681646060352
2.050,2.225,2.400,-3.2396041927263113,379.16816460536563
2.050,2.225,2.400,-3.236474991873333,379.16816460470767
2.050,2.225,2.400,-3.233345791020355,379.1681646040612
2.050,2.225,2.400,-3.2302165901673767,379.1681646034262
2.050,2.225,2.400,-3.2270873893143985,379.16816460280245
2.050,2.225,2.400,-3.223958188461421,379.16816460218996
2.050,2.225,2.400,-3.2208289876084426,379.16816460158856
2.050,2.225,2.400,-3.2176997867554644,379.1681646009982
2.050,2.225,2.400,-3.2145705859024862,379.16816460041866
2.050,2.225,2.400,-3.211441385049508,379.16816459985006
2.050,2.225,2.400,-3.20831218419653,379.1681645992921
2.050,2.225,2.400,-3.2051829833435517,379.1681645987448
2.050,2.225,2.400,-3.202053782490574,379.16816459820797
2.050,2.225,2.400,-3.1989245816375957,379.16816459768154
2.050,2.225,2.400,-3.1957953807846176,379.16816459716546
2.050,2.225,2.400,-3.1926661799316394,379.1681645966596
2.050,2.225,2.400,-3.189536979078661,379.1681645961639
2.050,2.225,2.400,-3.186407778225683,379.16816459567815
2.050,2.225,2.400,-3.183278577372705,379.1681645952023
2.050,2.225,2.400,-3.1801493765197266,379.16816459473637
2.050,2.225,2.400,-3.1770201756667484,379.1681645942801
2.050,2.225,2.400,-3.1738909748137702,379.1681645938334
2.050,2.225,2.400,-3.170761773960792,379.1681645933963
2.050,2.225,2.400,-3.167632573107814,379.16816459296854
2.050,2.225,2.400,-3.1645033722548357,379.16816459255017
2.050,2.225,2.400,-3.161374171401858,379.16816459214095
2.050,2.225,2.400,-3.1582449705488798,379.16816459174095
2.050,2.225,2.400,-3.1551157696959016,379.16816459134986
2.050,2.225,2.400,-3.1519865688429234,379.16816459096776
2.050,2.225,2.400,-3.148857367989945,379.1681645905945
2.050,2.225,2.400,-3.145728167136967,379.1681645902299
2.050,2.225,2.400,-3.142598966283989,379.1681645898739
2.050,2.225,2.400,-3.139469765431011,379.1681645895265
2.050,2.225,2.400,-3.136340564578033,379.1681645891875
2.050,2.225,2.400,-3.1332113637250547,379.1681645888568
2.050,2.225,2.400,-3.1300821628720765,379.16816458853435
2.050,2.225,2.400,-3.1269529620190983,379.16816458822
2.050,2.225,2.400,-3.12382376116612,379.1681645879137
2.050,2.225,2.400,-3.120694560313142,379.1681645876153
2.050,2.225,2.400,-3.1175653594601638,379.1681645873247
2.050,2.225,2.400,-3.1144361586071856,379.16816458704193
2.050,2.225,2.400,-3.1113069577542074,379.1681645867667
2.050,2.225,2.400,-3.108177756901229,379.168164586499
2.050,2.225,2.400,-3.105048556048251,379.16816458623873
2.050,2.225,2.400,-3.101919355195273,379.1681645859858
2.050,2.225,2.400,-3.098790154342295,379.1681645857401
2.050,2.225,2.400,-3.095660953489317,379.16816458550153
2.050,2.225,2.400,-3.0925317526363387,379.16816458526995
2.050,2.225,2.400,-3.0894025517833605,379.1681645850453
2.050,2.225,2.400,-3.0862733509303824,379.16816458482754
2.050,2.225,2.400,-3.083144150077404,379.1681645846165
2.050,2.225,2.400,-3.080014949224426,379.168164584412
2.050,2.225,2.400,-3.0768857483714482,379.1681645842141
2.050,2.225,2.400,-3.07375654751847,379.16816458402263
2.050,2.225,2.400,-3.070627346665492,379.16816458383744
2.050,2.225,2.400,-3.0674981458125137,379.16816458365855
2.050,2.225,2.400,-3.0643689449595355,379.16816458348575
2.050,2.225,2.400,-3.0612397441065573,379.16816458331897
2.050,2.225,2.400,-3.058110543253579,379.16816458315816
2.050,2.225,2.400,-3.054981342400601,379.16816458300315
2.050,2.225,2.400,-3.0518521415476227,379.1681645828539
2.050,2.225,2.400,-3.0487229406946446,379.16816458271023
2.050,2.225,2.400,-3.0455937398416664,379.16816458257216
2.050,2.225,2.400,-3.042464538988688,379.1681645824395
2.050,2.225,2.400,-3.03933533813571,379.1681645823121
2.050,2.225,2.400,-3.0362061372827323,379.16816458219
2.050,2.225,2.400,-3.033076936429754,379.1681645820731
2.050,2.225,2.400,-3.029947735576776,379.1681645819611
2.050,2.225,2.400,-3.0268185347237977,379.1681645818541
2.050,2.225,2.400,-3.0236893338708195,379.16816458175197
2.050,2.225,2.400,-3.0205601330178413,379.16816458165454
2.050,2.225,2.400,-3.017430932164863,379.1681645815617
2.050,2.225,2.400,-3.0143017313118854,379.1681645814735
2.050,2.225,2.400,-3.011172530458907,379.16816458138965
2.050,2.225,2.400,-3.008043329605929,379.1681645813102
2.050,2.225,2.400,-3.004914128752951,379.1681645812349
2.050,2.225,2.400,-3.0017849278999726,379.1681645811638
2.050,2.225,2.400,-2.9986557270469945,379.16816458109673
2.050,2.225,2.400,-2.9955265261940163,379.1681645810336
2.050,2.225,2.400,-2.992397325341038,379.1681645809743
2.050,2.225,2.400,-2.98926812448806,379.16816458091876
2.050,2.225,2.400,-2.9861389236350817,379.1681645808668
2.050,2.225,2.400,-2.9830097227821035,379.1681645808184
2.050,2.225,2.400,-2.9798805219291253,379.16816458077346
2.050,2.225,2.400,-2.976751321076147,379.1681645807319
2.050,2.225,2.400,-2.973622120223169,379.16816458069354
2.050,2.225,2.400,-2.970492919370191,379.1681645806583
2.050,2.225,2.400,-2.967363718517213,379.1681645806261
2.050,2.225,2.400,-2.964234517664235,379.1681645805969
2.050,2.225,2.400,-2.9611053168112567,379.16816458057053
2.050,2.225,2.400,-2.9579761159582785,379.16816458054683
2.050,2.225,2.400,-2.9548469151053007,379.16816458052585
2.050,2.225,2.400,-2.9517177142523225,379.1681645805074
2.050,2.225,2.400,-2.9485885133993444,379.16816458049135
2.050,2.225,2.400,-2.945459312546366,379.16816458047765
2.050,2.225,2.400,-2.942330111693388,379.1681645804662
2.050,2.225,2.400,-2.93920091084041,379.16816458045696
2.050,2.225,2.400,-2.9360717099874316,379.1681645804497
2.050,2.225,2.400,-2.9329425091344534,379.1681645804444
2.050,2.225,2.400,-2.9298133082814752,379.16816458044093
2.050,2.225,2.400,-2.926684107428497,379.1681645804392
2.050,2.225,2.400,-2.923554906575519,379.16816458043917
2.050,2.225,2.400,-2.9204257057225407,379.16816458044065
2.050,2.225,2.400,-2.9172965048695625,379.1681645804436
2.050,2.225,2.400,-2.9141673040165843,379.16816458044786
2.050,2.225,2.400,-2.911038103163606,379.1681645804534
2.050,2.225,2.400,-2.9079089023106284,379.16816458046003
2.050,2.225,2.400,-2.90477970145765,379.16816458046776
2.050,2.225,2.400,-2.901650500604672,379.1681645804764
2.050,2.225,2.400,-2.898521299751694,379.16816458048595
2.050,2.225,2.400,-2.8953920988987156,379.1681645804962
2.050,2.225,2.400,-2.892262898045738,379.1681645805071
2.050,2.225,2.400,-2.8891336971927597,379.1681645805186
2.050,2.225,2.400,-2.8860044963397815,379.1681645805305
2.050,2.225,2.400,-2.8828752954868033,379.16816458054274
2.050,2.225,2.400,-2.879746094633825,379.1681645805553
2.050,2.225,2.400,-2.876616893780847,379.1681645805679
2.050,2.225,2.400,-2.8734876929278688,379.16816458058065
2.050,2.225,2.400,-2.8703584920748906,379.1681645805933
2.050,2.225,2.400,-2.8672292912219124,379.16816458060583
2.050,2.225,2.400,-2.864100090368934,379.1681645806181
2.050,2.225,2.400,-2.860970889515956,379.16816458063005
2.050,2.225,2.400,-2.857841688662978,379.16816458064153
2.050,2.225,2.400,-2.8547124878099996,379.16816458065244
2.050,2.225,2.400,-2.8515832869570215,379.16816458066273
2.050,2.225,2.400,-2.8484540861040433,379.1681645806723
2.050,2.225,2.400,-2.8453248852510655,379.168164580681
2.050,2.225,2.400,-2.8421956843980873,379.16816458068877
2.050,2.225,2.400,-2.839066483545109,379.1681645806955
2.050,2.225,2.400,-2.835937282692131,379.168164580701
2.050,2.225,2.400,-2.832808081839153,379.1681645807053
2.050,2.225,2.400,-2.829678880986175,379.1681645807083
2.050,2.225,2.400,-2.826549680133197,379.16816458070986
2.050,2.225,2.400,-2.8234204792802187,379.1681645807098
2.050,2.225,2.400,-2.8202912784272405,379.16816458070815
2.050,2.225,2.400,-2.8171620775742623,379.1681645807048
2.050,2.225,2.400,-2.814032876721284,379.1681645806995
2.050,2.225,2.400,-2.810903675868306,379.16816458069235
2.050,2.225,2.400,-2.8077744750153277,379.16816458068314
2.050,2.225,2.400,-2.8046452741623495,379.16816458067177
2.050,2.225,2.400,-2.8015160733093714,379.1681645806582
2.050,2.225,2.400,-2.798386872456393,379.1681645806422
2.050,2.225,2.400,-2.795257671603415,379.16816458062385
2.050,2.225,2.400,-2.792128470750437,379.16816458060293
2.050,2.225,2.400,-2.7889992698974586,379.16816458057934
2.050,2.225,2.400,-2.7858700690444804,379.1681645805531
2.050,2.225,2.400,-2.7827408681915022,379.1681645805239
2.050,2.225,2.400,-2.7796116673385245,379.16816458049186
2.050,2.225,2.400,-2.7764824664855463,379.16816458045673
2.050,2.225,2.400,-2.773353265632568,379.1681645804185
2.050,2.225,2.400,-2.77022406477959,379.1681645803772
2.050,2.225,2.400,-2.7670948639266117,379.1681645803332
2.050,2.225,2.400,-2.763965663073634,379.1681645802868
2.050,2.225,2.400,-2.760836462220656,379.1681645802382
2.050,2.225,2.400,-2.7577072613676776,379.16816458018786
2.050,2.225,2.400,-2.7545780605146994,379.16816458013597
2.050,2.225,2.400,-2.7514488596617213,379.1681645800828
2.050,2.225,2.400,-2.748319658808743,379.1681645800287
2.050,2.225,2.400,-2.745190457955765,379.168164579974
2.050,2.225,2.400,-2.7420612571027867,379.16816457991894
2.050,2.225,2.400,-2.7389320562498085,379.16816457986386
2.050,2.225,2.400,-2.7358028553968303,379.168164579809
2.050,2.225,2.400,-2.732673654543852,379.1681645797547
2.050,2.225,2.400,-2.729544453690874,379.16816457970134
2.050,2.225,2.400,-2.7264152528378958,379.1681645796491
2.050,2.225,2.400,-2.7232860519849176,379.1681645795983
2.050,2.225,2.400,-2.7201568511319394,379.1681645795492
2.050,2.225,2.400,-2.7170276502789616,379.1681645795022
2.050,2.225,2.400,-2.7138984494259835,379.1681645794576
2.050,2.225,2.400,-2.7107692485730053,379.16816457941565
2.050,2.225,2.400,-2.707640047720027,379.1681645793766
2.050,2.225,2.400,-2.704510846867049,379.16816457934084
2.050,2.225,2.400,-2.701381646014071,379.1681645793086
2.050,2.225,2.400,-2.698252445161093,379.16816457928024
2.050,2.225,2.400,-2.695123244308115,379.168164579256
2.050,2.225,2.400,-2.6919940434551366,379.1681645792362
2.050,2.225,2.400,-2.6888648426021584,379.1681645792212
2.050,2.225,2.400,-2.6857356417491802,379.1681645792112
2.050,2.225,2.400,-2.682606440896202,379.1681645792065
2.050,2.225,2.400,-2.679477240043224,379.16816457920754
2.050,2.225,2.400,-2.6763480391902457,379.1681645792145
2.050,2.225,2.400,-2.6732188383372675,379.1681645792276
2.050,2.225,2.400,-2.6700896374842893,379.16816457924733
2.050,2.225,2.400,-2.666960436631311,379.1681645792739
2.050,2.225,2.400,-2.663831235778333,379.1681645793076
2.050,2.225,2.400,-2.6607020349253547,379.16816457934874
2.050,2.225,2.400,-2.6575728340723765,379.16816457939757
2.050,2.225,2.400,-2.654443633219399,379.16816457945447
2.050,2.225,2.400,-2.6513144323664206,379.1681645795197
2.050,2.225,2.400,-2.6481852315134424,379.16816457959357
2.050,2.225,2.400,-2.6450560306604642,379.1681645796764
2.050,2.225,2.400,-2.641926829807486,379.1681645797684
2.050,2.225,2.400,-2.6387976289545083,379.16816457986994
2.050,2.225,2.400,-2.63566842810153,379.16816457998135
2.050,2.225,2.400,-2.632539227248552,379.1681645801028
2.050,2.225,2.400,-2.6294100263955738,379.16816458023476
2.050,2.225,2.400,-2.6262808255425956,379.16816458037744
2.050,2.225,2.400,-2.6231516246896174,379.1681645805311
2.050,2.225,2.400,-2.620022423836639,379.1681645806952
2.050,2.225,2.400,-2.616893222983661,379.16816458086873
2.050,2.225,2.400,-2.613764022130683,379.1681645810506
2.050,2.225,2.400,-2.6106348212777046,379.1681645812396
2.050,2.225,2.400,-2.6075056204247264,379.1681645814347
2.050,2.225,2.400,-2.6043764195717483,379.1681645816349
2.050,2.225,2.400,-2.60124721871877,379.168164581839
2.050,2.225,2.400,-2.598118017865792,379.1681645820459
2.050,2.225,2.400,-2.5949888170128137,379.1681645822546
2.050,2.225,2.400,-2.591859616159836,379.1681645824639
2.050,2.225,2.400,-2.5887304153068578,379.16816458267266
2.050,2.225,2.400,-2.5856012144538796,379.1681645828799
2.050,2.225,2.400,-2.5824720136009014,379.16816458308455
2.050,2.225,2.400,-2.579342812747923,379.1681645832854
2.050,2.225,2.400,-2.5762136118949455,379.16816458348137
2.050,2.225,2.400,-2.5730844110419673,379.16816458367146
2.050,2.225,2.400,-2.569955210188989,379.1681645838545
2.050,2.225,2.400,-2.566826009336011,379.16816458402934
2.050,2.225,2.400,-2.5636968084830327,379.168164584195
2.050,2.225,2.400,-2.5605676076300545,379.16816458435034
2.050,2.225,2.400,-2.5574384067770763,379.1681645844942
2.050,2.225,2.400,-2.554309205924098,379.1681645846256
2.050,2.225,2.400,-2.55118000507112,379.16816458474335
2.050,2.225,2.400,-2.548050804218142,379.1681645848464
2.050,2.225,2.400,-2.5449216033651636,379.1681645849336
2.050,2.225,2.400,-2.5417924025121854,379.1681645850039
2.050,2.225,2.400,-2.5386632016592072,379.1681645850563
2.050,2.225,2.400,-2.535534000806229,379.16816458508947
2.050,2.225,2.400,-2.532404799953251,379.1681645851025
2.050,2.225,2.400,-2.529275599100273,379.16816458509425
2.050,2.225,2.400,-2.526146398247295,379.1681645850636
2.050,2.225,2.400,-2.5230171973943167,379.16816458500944
2.050,2.225,2.400,-2.5198879965413385,379.16816458493076
2.050,2.225,2.400,-2.5167587956883604,379.16816458482634
2.050,2.225,2.400,-2.5136295948353826,379.1681645846952
2.050,2.225,2.400,-2.5105003939824044,379.16816458453616
2.050,2.225,2.400,-2.5073711931294262,379.1681645843482
2.050,2.225,2.400,-2.504241992276448,379.1681645841301
2.050,2.225,2.400,-2.50111279142347,379.1681645838809
2.050,2.225,2.400,-2.4979835905704917,379.16816458359943
2.050,2.225,2.400,-2.4948543897175135,379.16816458328464
2.050,2.225,2.400,-2.4917251888645353,379.16816458293533
2.050,2.225,2.400,-2.488595988011557,379.16816458255056
2.050,2.225,2.400,-2.485466787158579,379.1681645821291
2.050,2.225,2.400,-2.4823375863056008,379.16816458166994
2.050,2.225,2.400,-2.4792083854526226,379.16816458117194
2.050,2.225,2.400,-2.4760791845996444,379.16816458063397
2.050,2.225,2.400,-2.472949983746666,379.16816458005525
2.050,2.225,2.400,-2.469820782893688,379.16816457943787
2.050,2.225,2.400,-2.4666915820407103,379.1681645787858
2.050,2.225,2.400,-2.463562381187732,379.1681645781032
2.050,2.225,2.400,-2.460433180334754,379.1681645773942
2.050,2.225,2.400,-2.4573039794817757,379.1681645766627
2.050,2.225,2.400,-2.4541747786287975,379.16816457591295
2.050,2.225,2.400,-2.4510455777758198,379.16816457514904
2.050,2.225,2.400,-2.4479163769228416,379.16816457437494
2.050,2.225,2.400,-2.4447871760698634,379.1681645735948
2.050,2.225,2.400,-2.441657975216885,379.16816457281277
2.050,2.225,2.400,-2.438528774363907,379.1681645720329
2.050,2.225,2.400,-2.435399573510929,379.1681645712591
2.050,2.225,2.400,-2.4322703726579507,379.1681645704958
2.050,2.225,2.400,-2.4291411718049725,379.16816456974675
2.050,2.225,2.400,-2.4260119709519943,379.1681645690162
2.050,2.225,2.400,-2.422882770099016,379.16816456830827
2.050,2.225,2.400,-2.419753569246038,379.16816456762695
2.050,2.225,2.400,-2.4166243683930597,379.1681645669764
2.050,2.225,2.400,-2.4134951675400815,379.1681645663606
2.050,2.225,2.400,-2.4103659666871033,379.16816456578374
2.050,2.225,2.400,-2.407236765834125,379.1681645652499
2.050,2.225,2.400,-2.4041075649811474,379.1681645647631
2.050,2.225,2.400,-2.4009783641281692,379.1681645643275
2.050,2.225,2.400,-2.397849163275191,379.16816456394713
2.050,2.225,2.400,-2.394719962422213,379.16816456362614
2.050,2.225,2.400,-2.3915907615692347,379.1681645633685
2.050,2.225,2.400,-2.388461560716257,379.16816456317844
2.050,2.225,2.400,-2.3853323598632787,379.1681645630599
2.050,2.225,2.400,-2.3822031590103006,379.1681645630171
2.050,2.225,2.400,-2.3790739581573224,379.16816456305406
2.050,2.225,2.400,-2.375944757304344,379.16816456317486
2.050,2.225,2.400,-2.372815556451366,379.1681645633836
2.050,2.225,2.400,-2.369686355598388,379.1681645636844
2.050,2.225,2.400,-2.3665571547454096,379.1681645640812
2.050,2.225,2.400,-2.3634279538924314,379.1681645645783
2.050,2.225,2.400,-2.3602987530394532,379.16816456517967
2.050,2.225,2.400,-2.357169552186475,379.1681645658894
2.050,2.225,2.400,-2.354040351333497,379.16816456671154
2.050,2.225,2.400,-2.3509111504805187,379.16816456765025
2.050,2.225,2.400,-2.3477819496275405,379.1681645687096
2.050,2.225,2.400,-2.3446527487745623,379.16816456989363
2.050,2.225,2.400,-2.3415235479215846,379.1681645712065
2.050,2.225,2.400,-2.3383943470686064,379.16816457265224
2.050,2.225,2.400,-2.335265146215628,379.16816457423494
2.050,2.225,2.400,-2.33213594536265,379.16816457595866
2.050,2.225,2.400,-2.329006744509672,379.16816457782755
2.050,2.225,2.400,-2.325877543656694,379.16816457984567
2.050,2.225,2.400,-2.322748342803716,379.16816458201595
2.050,2.225,2.400,-2.3196191419507377,379.1681645843296
2.050,2.225,2.400,-2.3164899410977595,379.16816458677147
2.050,2.225,2.400,-2.3133607402447813,379.16816458932635
2.050,2.225,2.400,-2.310231539391803,379.16816459197895
2.050,2.225,2.400,-2.307102338538825,379.1681645947141
2.050,2.225,2.400,-2.3039731376858468,379.16816459751647
2.050,2.225,2.400,-2.3008439368328686,379.1681646003708
2.050,2.225,2.400,-2.2977147359798904,379.16816460326197
2.050,2.225,2.400,-2.294585535126912,379.16816460617457
2.050,2.225,2.400,-2.291456334273934,379.1681646090935
2.050,2.225,2.400,-2.288327133420956,379.1681646120034
2.050,2.225,2.400,-2.2851979325679777,379.16816461488906
2.050,2.225,2.400,-2.2820687317149995,379.1681646177353
2.050,2.225,2.400,-2.2789395308620217,379.16816462052674
2.050,2.225,2.400,-2.2758103300090435,379.16816462324823
2.050,2.225,2.400,-2.2726811291560653,379.1681646258845
2.050,2.225,2.400,-2.269551928303087,379.1681646284203
2.050,2.225,2.400,-2.266422727450109,379.16816463084035
2.050,2.225,2.400,-2.2632935265971312,379.1681646331295
2.050,2.225,2.400,-2.260164325744153,379.1681646352724
2.050,2.225,2.400,-2.257035124891175,379.1681646372538
2.050,2.225,2.400,-2.2539059240381967,379.16816463905855
2.050,2.225,2.400,-2.2507767231852185,379.16816464067136
2.050,2.225,2.400,-2.2476475223322403,379.16816464207693
2.050,2.225,2.400,-2.244518321479262,379.16816464326007
2.050,2.225,2.400,-2.241389120626284,379.1681646442055
2.050,2.225,2.400,-2.2382599197733057,379.16816464489796
2.050,2.225,2.400,-2.2351307189203276,379.16816464532224
2.050,2.225,2.400,-2.2320015180673494,379.1681646454631
2.050,2.225,2.400,-2.228872317214371,379.1681646453053
2.050,2.225,2.400,-2.225743116361393,379.1681646448335
2.050,2.225,2.400,-2.222613915508415,379.1681646440326
2.050,2.225,2.400,-2.2194847146554366,379.1681646428872
2.050,2.225,2.400,-2.216355513802459,379.16816464138213
2.050,2.225,2.400,-2.2132263129494807,379.16816463950215
2.050,2.225,2.400,-2.2100971120965025,379.16816463723205
2.050,2.225,2.400,-2.2069679112435243,379.1681646345565
2.050,2.225,2.400,-2.203838710390546,379.16816463146023
2.050,2.225,2.400,-2.2007095095375684,379.1681646279281
2.050,2.225,2.400,-2.19758030868459,379.1681646239448
2.050,2.225,2.400,-2.194451107831612,379.1681646194951
2.050,2.225,2.400,-2.191321906978634,379.16816461456375
2.050,2.225,2.400,-2.1881927061256556,379.1681646091355
2.050,2.225,2.400,-2.1850635052726775,379.16816460319507
2.050,2.225,2.400,-2.1819343044196993,379.1681645967273
2.050,2.225,2.400,-2.178805103566721,379.1681645897168
2.050,2.225,2.400,-2.175675902713743,379.1681645821485
2.050,2.225,2.400,-2.1725467018607647,379.1681645740128
2.050,2.225,2.400,-2.1694175010077865,379.1681645653454
2.050,2.225,2.400,-2.1662883001548083,379.1681645562031
2.050,2.225,2.400,-2.16315909930183,379.1681645466428
2.050,2.225,2.400,-2.160029898448852,379.1681645367214
2.050,2.225,2.400,-2.1569006975958738,379.1681645264958
2.050,2.225,2.400,-2.153771496742896,379.16816451602284
2.050,2.225,2.400,-2.150642295889918,379.1681645053595
2.050,2.225,2.400,-2.1475130950369397,379.1681644945627
2.050,2.225,2.400,-2.1443838941839615,379.1681644836893
2.050,2.225,2.400,-2.1412546933309833,379.1681644727962
2.050,2.225,2.400,-2.1381254924780055,379.1681644619403
2.050,2.225,2.400,-2.1349962916250274,379.16816445117854
2.050,2.225,2.400,-2.131867090772049,379.1681644405678
2.050,2.225,2.400,-2.128737889919071,379.168164430165
2.050,2.225,2.400,-2.125608689066093,379.168164420027
2.050,2.225,2.400,-2.1224794882131146,379.16816441021075
2.050,2.225,2.400,-2.1193502873601364,379.16816440077315
2.050,2.225,2.400,-2.1162210865071582,379.16816439177103
2.050,2.225,2.400,-2.11309188565418,379.1681643832614
2.050,2.225,2.400,-2.109962684801202,379.16816437530116
2.050,2.225,2.400,-2.1068334839482237,379.1681643679471
2.050,2.225,2.400,-2.1037042830952455,379.16816436125623
2.050,2.225,2.400,-2.1005750822422673,379.1681643552854
2.050,2.225,2.400,-2.097445881389289,379.1681643500915
2.050,2.225,2.400,-2.094316680536311,379.1681643457315
2.050,2.225,2.400,-2.091187479683333,379.1681643422623
2.050,2.225,2.400,-2.088058278830355,379.1681643397407
2.050,2.225,2.400,-2.084929077977377,379.16816433822373
2.050,2.225,2.400,-2.0817998771243986,379.16816433776825
2.050,2.225,2.400,-2.0786706762714204,379.1681643384311
2.050,2.225,2.400,-2.0755414754184427,379.1681643402693
2.050,2.225,2.400,-2.0724122745654645,379.16816434333964
2.050,2.225,2.400,-2.0692830737124863,379.1681643476991
2.050,2.225,2.400,-2.066153872859508,379.1681643534045
2.050,2.225,2.400,-2.06302467200653,379.16816436051283
2.050,2.225,2.400,-2.0598954711535518,379.16816436908096
2.050,2.225,2.400,-2.0567662703005736,379.16816437916583
2.050,2.225,2.400,-2.0536370694475954,379.1681643908243
2.050,2.225,2.400,-2.050507868594617,379.16816440411327
2.050,2.225,2.400,-2.047378667741639,379.16816441908963
2.050,2.225,2.400,-2.044249466888661,379.16816443581035
2.050,2.225,2.400,-2.0411202660356826,379.16816445433227
2.050,2.225,2.400,-2.0379910651827045,379.16816447471234
2.050,2.225,2.400,-2.0348618643297263,379.1681644970074
2.050,2.225,2.400,-2.031732663476748,379.16816452127443
2.050,2.225,2.400,-2.0286034626237703,379.1681645475703
2.050,2.225,2.400,-2.025474261770792,379.1681645759519
2.050,2.225,2.400,-2.022345060917814,379.1681646064487
2.050,2.225,2.400,-2.0192158600648358,379.1681646389165
2.050,2.225,2.400,-2.0160866592118576,379.168164673143
2.050,2.225,2.400,-2.01295745835888,379.16816470891587
2.050,2.225,2.400,-2.0098282575059017,379.1681647460227
2.050,2.225,2.400,-2.0066990566529235,379.16816478425113
2.050,2.225,2.400,-2.0035698557999453,379.16816482338885
2.050,2.225,2.400,-2.000440654946967,379.16816486322347
2.050,2.225,2.400,-1.997311454093989,379.1681649035426
2.050,2.225,2.400,-1.9941822532410107,379.1681649441339
2.050,2.225,2.400,-1.9910530523880325,379.16816498478494
2.050,2.225,2.400,-1.9879238515350544,379.16816502528343
2.050,2.225,2.400,-1.9847946506820762,379.168165065417
2.050,2.225,2.400,-1.981665449829098,379.16816510497324
2.050,2.225,2.400,-1.9785362489761198,379.16816514373977
2.050,2.225,2.400,-1.9754070481231416,379.1681651815043
2.050,2.225,2.400,-1.9722778472701639,379.1681652180544
2.050,2.225,2.400,-1.9691486464171857,379.16816525317773
2.050,2.225,2.400,-1.9660194455642075,379.1681652866619
2.050,2.225,2.400,-1.9628902447112293,379.1681653182946
2.050,2.225,2.400,-1.9597610438582511,379.1681653478634
2.050,2.225,2.400,-1.956631843005273,379.1681653751559
2.050,2.225,2.400,-1.9535026421522947,379.1681653999599
2.050,2.225,2.400,-1.9503734412993166,379.1681654220628
2.050,2.225,2.400,-1.9472442404463384,379.1681654412525
2.050,2.225,2.400,-1.9441150395933602,379.1681654573164
2.050,2.225,2.400,-1.9409858387403824,379.1681654700422
2.050,2.225,2.400,-1.9378566378874043,379.1681654792176
2.050,2.225,2.400,-1.934727437034426,379.1681654846302
2.050,2.225,2.400,-1.9315982361814479,379.1681654860676
2.050,2.225,2.400,-1.9284690353284697,379.16816548331747
2.050,2.225,2.400,-1.9253398344754915,379.1681654761674
2.050,2.225,2.400,-1.9222106336225133,379.1681654644051
2.050,2.225,2.400,-1.9190814327695351,379.16816544781807
2.050,2.225,2.400,-1.915952231916557,379.1681654261941
2.050,2.225,2.400,-1.9128230310635788,379.16816539932074
2.050,2.225,2.400,-1.909693830210601,379.16816536698565
2.050,2.225,2.400,-1.9065646293576228,379.16816532897644
2.050,2.225,2.400,-1.9034354285046446,379.16816528508076
2.050,2.225,2.400,-1.9003062276516665,379.16816523508624
2.050,2.225,2.400,-1.8971770267986883,379.1681651787805
2.050,2.225,2.400,-1.89404782594571,379.1681651159512
2.050,2.225,2.400,-1.890918625092732,379.1681650463859
2.050,2.225,2.400,-1.8877894242397537,379.16816496987235
2.050,2.225,2.400,-1.8846602233867755,379.1681648861981
2.050,2.225,2.400,-1.8815310225337973,379.1681647951508
2.050,2.225,2.400,-1.8784018216808196,379.16816469651815
2.050,2.225,2.400,-1.8752726208278414,379.16816459008766
2.050,2.225,2.400,-1.8721434199748632,379.16816447577446
2.050,2.225,2.400,-1.869014219121885,379.1681643541562
2.050,2.225,2.400,-1.8658850182689068,379.16816422602545
2.050,2.225,2.400,-1.8627558174159287,379.16816409217466
2.050,2.225,2.400,-1.8596266165629505,379.1681639533964
2.050,2.225,2.400,-1.8564974157099723,379.1681638104833
2.050,2.225,2.400,-1.853368214856994,379.1681636642279
2.050,2.225,2.400,-1.850239014004016,379.1681635154227
2.050,2.225,2.400,-1.8471098131510382,379.16816336486033
2.050,2.225,2.400,-1.84398061229806,379.16816321333334
2.050,2.225,2.400,-1.8408514114450818,379.1681630616343
2.050,2.225,2.400,-1.8377222105921036,379.1681629105557
2.050,2.225,2.400,-1.8345930097391254,379.1681627608902
