log10(reco_E [GeV]) low,log10(reco_E [GeV]) center,log10(reco_E [GeV]) high,sin(dec) low,sin(dec) center,sin(dec) high,rate [s^-1]
4.5,4.675,4.85,0.2,0.225,0.25,2.2335879132624257e-08
4.5,4.675,4.85,0.25,0.275,0.3,2.277683942953018e-08
4.5,4.675,4.85,0.3,0.325,0.35,2.468650025682254e-08
4.5,4.675,4.85,0.35,0.375,0.4,2.698858567735869e-08
4.5,4.675,4.85,0.4,0.425,0.45,2.842709458880634e-08
4.5,4.675,4.85,0.45,0.475,0.5,2.9697289508137944e-08
4.5,4.675,4.85,0.5,0.525,0.55,3.098555829506422e-08
4.5,4.675,4.85,0.55,0.575,0.6,3.229872544464048e-08
4.5,4.675,4.85,0.6,0.625,0.65,3.33600836861139e-08
4.5,4.675,4.85,0.65,0.675,0.7,3.4487788116737256e-08
4.5,4.675,4.85,0.7,0.725,0.75,3.492302393352326e-08
4.5,4.675,4.85,0.75,0.775,0.8,3.4899481107610075e-08
4.5,4.675,4.85,0.8,0.825,0.85,3.0682305234200736e-08
4.5,4.675,4.85,0.85,0.875,0.9,2.9849360477743894e-08
4.5,4.675,4.85,0.9,0.925,0.95,3.211058257292106e-08
4.5,4.675,4.85,0.95,0.975,1.0,3.3562850490603646e-08
4.85,5.025,5.2,-1.0,-0.975,-0.95,1.863983353042619e-09
4.85,5.025,5.2,-0.95,-0.925,-0.9,2.1250921981078893e-09
4.85,5.025,5.2,-0.9,-0.875,-0.85,2.6425049839000186e-09
4.85,5.025,5.2,-0.85,-0.825,-0.8,3.1520144301938533e-09
4.85,5.025,5.2,-0.8,-0.775,-0.75,3.3663286225214764e-09
4.85,5.025,5.2,-0.75,-0.725,-0.7,3.497123568620381e-09
4.85,5.025,5.2,-0.7,-0.675,-0.65,3.6979522330386557e-09
4.85,5.025,5.2,-0.65,-0.625,-0.6,3.5119130404547256e-09
4.85,5.025,5.2,-0.6,-0.575,-0.55,3.4920225280964506e-09
4.85,5.025,5.2,-0.55,-0.525,-0.5,3.408307939299471e-09
4.85,5.025,5.2,-0.5,-0.475,-0.45,5.2562717144413425e-09
4.85,5.025,5.2,-0.45,-0.425,-0.4,8.293368124469806e-09
4.85,5.025,5.2,-0.4,-0.375,-0.35,8.480268970234118e-09
4.85,5.025,5.2,-0.35,-0.325,-0.3,8.677867250381605e-09
4.85,5.025,5.2,-0.3,-0.275,-0.25,8.985188196514146e-09
4.85,5.025,5.2,-0.25,-0.225,-0.2,9.292888192799778e-09
4.85,5.025,5.2,-0.2,-0.175,-0.15,9.614727077521057e-09
4.85,5.025,5.2,-0.15,-0.125,-0.1,1.496885052739646e-08
4.85,5.025,5.2,-0.1,-0.075,-0.05,1.501744170867183e-08
4.85,5.025,5.2,-0.05,-0.025,0.0,1.3666144973663133e-08
4.85,5.025,5.2,0.0,0.025,0.05,1.7833066436698e-08
4.85,5.025,5.2,0.05,0.075,0.1,2.042040591939773e-08
4.85,5.025,5.2,0.1,0.125,0.15,1.7318733419856175e-08
4.85,5.025,5.2,0.15,0.175,0.2,1.6608714142837067e-08
4.85,5.025,5.2,0.2,0.225,0.25,2.0838067707881934e-08
4.85,5.025,5.2,0.25,0.275,0.3,2.2831114285322053e-08
4.85,5.025,5.2,0.3,0.325,0.35,2.2236034714920738e-08
4.85,5.025,5.2,0.35,0.375,0.4,2.0976820637788243e-08
4.85,5.025,5.2,0.4,0.425,0.45,2.0787795474747036e-08
4.85,5.025,5.2,0.45,0.475,0.5,2.0745233551670844e-08
4.85,5.025,5.2,0.5,0.525,0.55,2.111492652627674e-08
4.85,5.025,5.2,0.55,0.575,0.6,2.1531965128923486e-08
4.85,5.025,5.2,0.6,0.625,0.65,2.209332544231842e-08
4.85,5.025,5.2,0.65,0.675,0.7,2.331189631452999e-08
4.85,5.025,5.2,0.7,0.725,0.75,2.4430865223186606e-08
4.85,5.025,5.2,0.75,0.775,0.8,2.6473055636727513e-08
4.85,5.025,5.2,0.8,0.825,0.85,3.1428283531384455e-08
4.85,5.025,5.2,0.85,0.875,0.9,2.8685838428959968e-08
4.85,5.025,5.2,0.9,0.925,0.95,3.094723325128195e-08
4.85,5.025,5.2,0.95,0.975,1.0,3.6549711703273804e-08
5.2,5.375,5.55,-1.0,-0.975,-0.95,3.711200864181199e-10
5.2,5.375,5.55,-0.95,-0.925,-0.9,4.170989452752104e-10
5.2,5.375,5.55,-0.9,-0.875,-0.85,5.028779664687758e-10
5.2,5.375,5.55,-0.85,-0.825,-0.8,5.876304689379817e-10
5.2,5.375,5.55,-0.8,-0.775,-0.75,6.28191991599928e-10
5.2,5.375,5.55,-0.75,-0.725,-0.7,6.344299063292736e-10
5.2,5.375,5.55,-0.7,-0.675,-0.65,6.340189756387631e-10
5.2,5.375,5.55,-0.65,-0.625,-0.6,6.448524770245589e-10
5.2,5.375,5.55,-0.6,-0.575,-0.55,6.600076282432169e-10
5.2,5.375,5.55,-0.55,-0.525,-0.5,6.550355867714363e-10
5.2,5.375,5.55,-0.5,-0.475,-0.45,2.5306541791234944e-09
5.2,5.375,5.55,-0.45,-0.425,-0.4,3.819555999055007e-09
5.2,5.375,5.55,-0.4,-0.375,-0.35,2.8847700573263595e-09
5.2,5.375,5.55,-0.35,-0.325,-0.3,3.843771322475611e-09
5.2,5.375,5.55,-0.3,-0.275,-0.25,3.646077169350483e-09
5.2,5.375,5.55,-0.25,-0.225,-0.2,2.9345206399666442e-09
5.2,5.375,5.55,-0.2,-0.175,-0.15,2.676617370898446e-09
5.2,5.375,5.55,-0.15,-0.125,-0.1,2.4951533947153113e-09
5.2,5.375,5.55,-0.1,-0.075,-0.05,2.315978767021023e-09
5.2,5.375,5.55,-0.05,-0.025,0.0,2.264733709140765e-09
5.2,5.375,5.55,0.0,0.025,0.05,2.1784620047510315e-09
5.2,5.375,5.55,0.05,0.075,0.1,2.1351390499542936e-09
5.2,5.375,5.55,0.1,0.125,0.15,2.116935709795925e-09
5.2,5.375,5.55,0.15,0.175,0.2,2.0992486647295172e-09
5.2,5.375,5.55,0.2,0.225,0.25,3.5648758178772707e-09
5.2,5.375,5.55,0.25,0.275,0.3,4.2366500333504e-09
5.2,5.375,5.55,0.3,0.325,0.35,3.9661950190984355e-09
5.2,5.375,5.55,0.35,0.375,0.4,3.5697788544256964e-09
5.2,5.375,5.55,0.4,0.425,0.45,3.391369142515414e-09
5.2,5.375,5.55,0.45,0.475,0.5,3.3183949461737087e-09
5.2,5.375,5.55,0.5,0.525,0.55,3.3785446651054723e-09
5.2,5.375,5.55,0.55,0.575,0.6,3.461448867568621e-09
5.2,5.375,5.55,0.6,0.625,0.65,3.5517909599461674e-09
5.2,5.375,5.55,0.65,0.675,0.7,3.761954267751212e-09
5.2,5.375,5.55,0.7,0.725,0.75,4.014493807657118e-09
5.2,5.375,5.55,0.75,0.775,0.8,4.550648479560946e-09
5.2,5.375,5.55,0.8,0.825,0.85,6.078848565086033e-09
5.2,5.375,5.55,0.85,0.875,0.9,4.777612812717822e-09
5.2,5.375,5.55,0.9,0.925,0.95,4.161991800907148e-09
5.2,5.375,5.55,0.95,0.975,1.0,9.59869058277179e-09
5.55,5.725,5.9,-1.0,-0.975,-0.95,6.098105485555077e-11
5.55,5.725,5.9,-0.95,-0.925,-0.9,7.024716385403913e-11
5.55,5.725,5.9,-0.9,-0.875,-0.85,8.187239764858648e-11
5.55,5.725,5.9,-0.85,-0.825,-0.8,9.428630730169524e-11
5.55,5.725,5.9,-0.8,-0.775,-0.75,1.087239312547735e-10
5.55,5.725,5.9,-0.75,-0.725,-0.7,1.1031246020312795e-10
5.55,5.725,5.9,-0.7,-0.675,-0.65,1.1568369857812635e-10
5.55,5.725,5.9,-0.65,-0.625,-0.6,1.17972071763114e-10
5.55,5.725,5.9,-0.6,-0.575,-0.55,1.7069321195309207e-09
5.55,5.725,5.9,-0.55,-0.525,-0.5,1.5147244075810512e-09
5.55,5.725,5.9,-0.5,-0.475,-0.45,1.065098937706285e-09
5.55,5.725,5.9,-0.45,-0.425,-0.4,8.944316348492518e-10
5.55,5.725,5.9,-0.4,-0.375,-0.35,7.857404732047093e-10
5.55,5.725,5.9,-0.35,-0.325,-0.3,7.215339883865472e-10
5.55,5.725,5.9,-0.3,-0.275,-0.25,6.790597001426336e-10
5.55,5.725,5.9,-0.25,-0.225,-0.2,6.792018161185267e-10
5.55,5.725,5.9,-0.2,-0.175,-0.15,6.356677686247295e-10
5.55,5.725,5.9,-0.15,-0.125,-0.1,6.137978350039654e-10
5.55,5.725,5.9,-0.1,-0.075,-0.05,1.5990051414599094e-09
5.55,5.725,5.9,-0.05,-0.025,0.0,2.755349201616229e-09
5.55,5.725,5.9,0.0,0.025,0.05,1.9629744607262103e-09
5.55,5.725,5.9,0.05,0.075,0.1,1.5989796624744346e-09
5.55,5.725,5.9,0.1,0.125,0.15,1.4713869962095272e-09
5.55,5.725,5.9,0.15,0.175,0.2,1.3657838500709913e-09
5.55,5.725,5.9,0.2,0.225,0.25,1.3241812425810411e-09
5.55,5.725,5.9,0.25,0.275,0.3,1.326041427159765e-09
5.55,5.725,5.9,0.3,0.325,0.35,1.2641019668702826e-09
5.55,5.725,5.9,0.35,0.375,0.4,1.2669088691101555e-09
5.55,5.725,5.9,0.4,0.425,0.45,1.269894638274163e-09
5.55,5.725,5.9,0.45,0.475,0.5,1.2939029349717013e-09
5.55,5.725,5.9,0.5,0.525,0.55,1.319244286223774e-09
5.55,5.725,5.9,0.55,0.575,0.6,1.3661237238360899e-09
5.55,5.725,5.9,0.6,0.625,0.65,1.4359441100610364e-09
5.55,5.725,5.9,0.65,0.675,0.7,1.4836322644880387e-09
5.55,5.725,5.9,0.7,0.725,0.75,1.5736842738711836e-09
5.55,5.725,5.9,0.75,0.775,0.8,1.729945143505556e-09
5.55,5.725,5.9,0.8,0.825,0.85,1.921359012841749e-09
5.55,5.725,5.9,0.85,0.875,0.9,2.3219938319536245e-09
5.55,5.725,5.9,0.9,0.925,0.95,3.4963957629880516e-09
5.55,5.725,5.9,0.95,0.975,1.0,2.0971219731050174e-09
5.9,6.075,6.25,-1.0,-0.975,-0.95,7.894712545850639e-12
5.9,6.075,6.25,-0.95,-0.925,-0.9,9.812304049867412e-12
5.9,6.075,6.25,-0.9,-0.875,-0.85,1.2171344599323556e-11
5.9,6.075,6.25,-0.85,-0.825,-0.8,1.4771562280436482e-11
5.9,6.075,6.25,-0.8,-0.775,-0.75,1.715064478343922e-11
5.9,6.075,6.25,-0.75,-0.725,-0.7,1.7935739756366347e-11
5.9,6.075,6.25,-0.7,-0.675,-0.65,1.800228115599165e-11
5.9,6.075,6.25,-0.65,-0.625,-0.6,1.9058655713388005e-11
5.9,6.075,6.25,-0.6,-0.575,-0.55,1.9711018783886085e-11
5.9,6.075,6.25,-0.55,-0.525,-0.5,2.022077544856144e-11
5.9,6.075,6.25,-0.5,-0.475,-0.45,2.0650456025655633e-11
5.9,6.075,6.25,-0.45,-0.425,-0.4,2.0769954082518645e-11
5.9,6.075,6.25,-0.4,-0.375,-0.35,2.1255623710798794e-11
5.9,6.075,6.25,-0.35,-0.325,-0.3,2.1576267290298275e-11
5.9,6.075,6.25,-0.3,-0.275,-0.25,2.1764194221582256e-11
5.9,6.075,6.25,-0.25,-0.225,-0.2,2.1921740790898774e-11
5.9,6.075,6.25,-0.2,-0.175,-0.15,2.180707589804901e-11
5.9,6.075,6.25,-0.15,-0.125,-0.1,2.164785674131193e-11
5.9,6.075,6.25,-0.1,-0.075,-0.05,2.153367007349373e-11
5.9,6.075,6.25,-0.05,-0.025,0.0,2.139520548155679e-11
5.9,6.075,6.25,0.0,0.025,0.05,2.1643354080394653e-11
5.9,6.075,6.25,0.05,0.075,0.1,2.187771030567343e-11
5.9,6.075,6.25,0.1,0.125,0.15,2.217132800184045e-11
5.9,6.075,6.25,0.15,0.175,0.2,2.2510032608207048e-11
5.9,6.075,6.25,0.2,0.225,0.25,2.2936017070907963e-11
5.9,6.075,6.25,0.25,0.275,0.3,2.3390339001032678e-11
5.9,6.075,6.25,0.3,0.325,0.35,2.3981856371604812e-11
5.9,6.075,6.25,0.35,0.375,0.4,2.4624342722820906e-11
5.9,6.075,6.25,0.4,0.425,0.45,2.5409912926911614e-11
5.9,6.075,6.25,0.45,0.475,0.5,2.6211780074286615e-11
5.9,6.075,6.25,0.5,0.525,0.55,2.700484201677229e-11
5.9,6.075,6.25,0.55,0.575,0.6,2.773253643220219e-11
5.9,6.075,6.25,0.6,0.625,0.65,2.8701993827083476e-11
5.9,6.075,6.25,0.65,0.675,0.7,2.9953334267185415e-11
5.9,6.075,6.25,0.7,0.725,0.75,3.109175198536552e-11
5.9,6.075,6.25,0.75,0.775,0.8,3.2221583176278117e-11
5.9,6.075,6.25,0.8,0.825,0.85,3.185660151261382e-11
5.9,6.075,6.25,0.85,0.875,0.9,3.059608397353196e-11
5.9,6.075,6.25,0.9,0.925,0.95,3.0911780643017605e-11
5.9,6.075,6.25,0.95,0.975,1.0,3.105852937663246e-11
6.25,6.425,6.6,-1.0,-0.975,-0.95,8.473539272915709e-13
6.25,6.425,6.6,-0.95,-0.925,-0.9,1.2866611254865912e-12
6.25,6.425,6.6,-0.9,-0.875,-0.85,1.7343229322679206e-12
6.25,6.425,6.6,-0.85,-0.825,-0.8,2.315469934483828e-12
6.25,6.425,6.6,-0.8,-0.775,-0.75,2.661304108932134e-12
6.25,6.425,6.6,-0.75,-0.725,-0.7,2.9142116856625925e-12
6.25,6.425,6.6,-0.7,-0.675,-0.65,3.1047199975571855e-12
6.25,6.425,6.6,-0.65,-0.625,-0.6,3.354341027785229e-12
6.25,6.425,6.6,-0.6,-0.575,-0.55,3.4619985619920477e-12
6.25,6.425,6.6,-0.55,-0.525,-0.5,3.555692808465638e-12
6.25,6.425,6.6,-0.5,-0.475,-0.45,3.695893752282192e-12
6.25,6.425,6.6,-0.45,-0.425,-0.4,3.651663300068162e-12
6.25,6.425,6.6,-0.4,-0.375,-0.35,3.800895260326943e-12
6.25,6.425,6.6,-0.35,-0.325,-0.3,3.8357059255575844e-12
6.25,6.425,6.6,-0.3,-0.275,-0.25,3.9024869418554926e-12
6.25,6.425,6.6,-0.25,-0.225,-0.2,3.995843938217481e-12
6.25,6.425,6.6,-0.2,-0.175,-0.15,4.049271592595508e-12
6.25,6.425,6.6,-0.15,-0.125,-0.1,4.111121391437668e-12
6.25,6.425,6.6,-0.1,-0.075,-0.05,4.138690253213872e-12
6.25,6.425,6.6,-0.05,-0.025,0.0,4.155632152564297e-12
6.25,6.425,6.6,0.0,0.025,0.05,4.228087857983911e-12
6.25,6.425,6.6,0.05,0.075,0.1,4.2980837634039735e-12
6.25,6.425,6.6,0.1,0.125,0.15,1.633340017180639e-09
6.25,6.425,6.6,0.15,0.175,0.2,2.362182048574611e-09
6.25,6.425,6.6,0.2,0.225,0.25,1.419225765892525e-09
6.25,6.425,6.6,0.25,0.275,0.3,1.1407110688070818e-09
6.25,6.425,6.6,0.3,0.325,0.35,1.0122276055894902e-09
6.25,6.425,6.6,0.35,0.375,0.4,9.480336150302894e-10
6.25,6.425,6.6,0.4,0.425,0.45,9.053054521399498e-10
6.25,6.425,6.6,0.45,0.475,0.5,9.054648887095987e-10
6.25,6.425,6.6,0.5,0.525,0.55,8.842066124931178e-10
6.25,6.425,6.6,0.55,0.575,0.6,8.844360679686728e-10
6.25,6.425,6.6,0.6,0.625,0.65,9.275435824846355e-10
6.25,6.425,6.6,0.65,0.675,0.7,9.491919385868265e-10
6.25,6.425,6.6,0.7,0.725,0.75,1.0352471988535891e-09
6.25,6.425,6.6,0.75,0.775,0.8,1.1855635286291634e-09
6.25,6.425,6.6,0.8,0.825,0.85,1.4428321367525157e-09
6.25,6.425,6.6,0.85,0.875,0.9,2.342948050578192e-09
6.25,6.425,6.6,0.9,0.925,0.95,1.185603032956238e-09
6.25,6.425,6.6,0.95,0.975,1.0,6.744839239596764e-12
6.6,6.775,6.95,-1.0,-0.975,-0.95,4.894853092152056e-14
6.6,6.775,6.95,-0.95,-0.925,-0.9,1.1825163531424416e-13
6.6,6.775,6.95,-0.9,-0.875,-0.85,2.2016127257309164e-13
6.6,6.775,6.95,-0.85,-0.825,-0.8,4.93787650120167e-13
6.6,6.775,6.95,-0.8,-0.775,-0.75,8.060166248439621e-13
6.6,6.775,6.95,-0.75,-0.725,-0.7,9.558520620240054e-13
6.6,6.775,6.95,-0.7,-0.675,-0.65,1.2126123924116856e-12
6.6,6.775,6.95,-0.65,-0.625,-0.6,1.4215288016629384e-12
6.6,6.775,6.95,-0.6,-0.575,-0.55,1.5503048292976838e-12
6.6,6.775,6.95,-0.55,-0.525,-0.5,1.6058770080852461e-12
6.6,6.775,6.95,-0.5,-0.475,-0.45,1.71089302781215e-12
6.6,6.775,6.95,-0.45,-0.425,-0.4,1.8820623063323595e-12
6.6,6.775,6.95,-0.4,-0.375,-0.35,1.8868520189701903e-12
6.6,6.775,6.95,-0.35,-0.325,-0.3,2.0386460436952085e-12
6.6,6.775,6.95,-0.3,-0.275,-0.25,2.088976026375039e-12
6.6,6.775,6.95,-0.25,-0.225,-0.2,2.1144791845615104e-12
6.6,6.775,6.95,-0.2,-0.175,-0.15,2.2681534228907425e-12
6.6,6.775,6.95,-0.15,-0.125,-0.1,1.6956409435062763e-09
6.6,6.775,6.95,-0.1,-0.075,-0.05,1.6314386269705904e-09
6.6,6.775,6.95,-0.05,-0.025,0.0,1.0956895371365468e-09
6.6,6.775,6.95,0.0,0.025,0.05,2.403248277668088e-09
6.6,6.775,6.95,0.05,0.075,0.1,3.17495427256198e-09
6.6,6.775,6.95,0.1,0.125,0.15,2.0604929099279953e-09
6.6,6.775,6.95,0.15,0.175,0.2,1.739071912209631e-09
6.6,6.775,6.95,0.2,0.225,0.25,1.5891433317371648e-09
6.6,6.775,6.95,0.25,0.275,0.3,1.5035069499577951e-09
6.6,6.775,6.95,0.3,0.325,0.35,1.4606716767696299e-09
6.6,6.775,6.95,0.35,0.375,0.4,1.3964038410307642e-09
6.6,6.775,6.95,0.4,0.425,0.45,1.3964643712291618e-09
6.6,6.775,6.95,0.45,0.475,0.5,1.3751159558924257e-09
6.6,6.775,6.95,0.5,0.525,0.55,1.3966578534436916e-09
6.6,6.775,6.95,0.55,0.575,0.6,1.375343669792193e-09
6.6,6.775,6.95,0.6,0.625,0.65,1.418368931578107e-09
6.6,6.775,6.95,0.65,0.675,0.7,1.5257261022174637e-09
6.6,6.775,6.95,0.7,0.725,0.75,1.6331449059533356e-09
6.6,6.775,6.95,0.75,0.775,0.8,1.7621239520629458e-09
6.6,6.775,6.95,0.8,0.825,0.85,1.998205019278704e-09
6.6,6.775,6.95,0.85,0.875,0.9,2.4699800145917185e-09
6.6,6.775,6.95,0.9,0.925,0.95,4.334732401463932e-09
6.6,6.775,6.95,0.95,0.975,1.0,3.670271008607108e-09
6.95,7.125,7.3,-1.0,-0.975,-0.95,4.209432210207489e-15
6.95,7.125,7.3,-0.95,-0.925,-0.9,1.154460545916827e-14
6.95,7.125,7.3,-0.9,-0.875,-0.85,2.69076719503404e-14
6.95,7.125,7.3,-0.85,-0.825,-0.8,4.1960747344185254e-14
6.95,7.125,7.3,-0.8,-0.775,-0.75,5.2568731465737576e-14
6.95,7.125,7.3,-0.75,-0.725,-0.7,6.676202195586408e-14
6.95,7.125,7.3,-0.7,-0.675,-0.65,7.752048345738393e-14
6.95,7.125,7.3,-0.65,-0.625,-0.6,8.504375346172548e-14
6.95,7.125,7.3,-0.6,-0.575,-0.55,9.12830136190652e-14
6.95,7.125,7.3,-0.55,-0.525,-0.5,9.811417616109132e-14
6.95,7.125,7.3,-0.5,-0.475,-0.45,1.0308851098136298e-13
6.95,7.125,7.3,-0.45,-0.425,-0.4,1.1065028365941708e-13
6.95,7.125,7.3,-0.4,-0.375,-0.35,1.1652785897337497e-13
6.95,7.125,7.3,-0.35,-0.325,-0.3,1.214127432416949e-13
6.95,7.125,7.3,-0.3,-0.275,-0.25,1.2524082377667e-13
6.95,7.125,7.3,-0.25,-0.225,-0.2,1.281548311718811e-13
6.95,7.125,7.3,-0.2,-0.175,-0.15,1.2960136866580956e-13
6.95,7.125,7.3,-0.15,-0.125,-0.1,1.3643246409639433e-13
6.95,7.125,7.3,-0.1,-0.075,-0.05,1.4077290153643798e-13
6.95,7.125,7.3,-0.05,-0.025,0.0,1.4442551909019906e-13
6.95,7.125,7.3,0.0,0.025,0.05,1.5102473823528062e-13
6.95,7.125,7.3,0.05,0.075,0.1,1.5641684892517099e-13
6.95,7.125,7.3,0.1,0.125,0.15,1.6003045725043702e-13
6.95,7.125,7.3,0.15,0.175,0.2,1.6414508110765642e-13
6.95,7.125,7.3,0.2,0.225,0.25,1.664880062356427e-13
6.95,7.125,7.3,0.25,0.275,0.3,1.7011554259703992e-13
6.95,7.125,7.3,0.3,0.325,0.35,1.872709896713814e-13
6.95,7.125,7.3,0.35,0.375,0.4,2.0723332241486436e-13
6.95,7.125,7.3,0.4,0.425,0.45,2.2070703703480477e-13
6.95,7.125,7.3,0.45,0.475,0.5,2.326297811237305e-13
6.95,7.125,7.3,0.5,0.525,0.55,2.4332428280902883e-13
6.95,7.125,7.3,0.55,0.575,0.6,2.5361979099052787e-13
6.95,7.125,7.3,0.6,0.625,0.65,2.6422057513261935e-13
6.95,7.125,7.3,0.65,0.675,0.7,2.769209175814849e-13
6.95,7.125,7.3,0.7,0.725,0.75,2.8168418983455467e-13
6.95,7.125,7.3,0.75,0.775,0.8,2.854237702783493e-13
6.95,7.125,7.3,0.8,0.825,0.85,2.608120501797354e-13
6.95,7.125,7.3,0.85,0.875,0.9,2.6868083226992864e-13
6.95,7.125,7.3,0.9,0.925,0.95,2.7849558776638e-13
6.95,7.125,7.3,0.95,0.975,1.0,2.792617095286756e-13
7.3,7.475,7.65,-1.0,-0.975,-0.95,2.933787622650404e-16
7.3,7.475,7.65,-0.95,-0.925,-0.9,1.0748239874620827e-15
7.3,7.475,7.65,-0.9,-0.875,-0.85,2.6164357747490945e-15
7.3,7.475,7.65,-0.85,-0.825,-0.8,4.6284020577264875e-15
7.3,7.475,7.65,-0.8,-0.775,-0.75,6.8030615883807394e-15
7.3,7.475,7.65,-0.75,-0.725,-0.7,8.319161245744121e-15
7.3,7.475,7.65,-0.7,-0.675,-0.65,1.0050695925507131e-14
7.3,7.475,7.65,-0.65,-0.625,-0.6,1.0702106438446544e-14
7.3,7.475,7.65,-0.6,-0.575,-0.55,1.1722090623584772e-14
7.3,7.475,7.65,-0.55,-0.525,-0.5,1.2404660135347721e-14
7.3,7.475,7.65,-0.5,-0.475,-0.45,1.346487447842507e-14
7.3,7.475,7.65,-0.45,-0.425,-0.4,1.472403436765071e-14
7.3,7.475,7.65,-0.4,-0.375,-0.35,1.5203574001954376e-14
7.3,7.475,7.65,-0.35,-0.325,-0.3,1.6217093264510788e-14
7.3,7.475,7.65,-0.3,-0.275,-0.25,1.7041150267623817e-14
7.3,7.475,7.65,-0.25,-0.225,-0.2,1.7704800855835647e-14
7.3,7.475,7.65,-0.2,-0.175,-0.15,1.85336696016373e-14
7.3,7.475,7.65,-0.15,-0.125,-0.1,1.891945962198949e-14
7.3,7.475,7.65,-0.1,-0.075,-0.05,1.9440507881095943e-14
7.3,7.475,7.65,-0.05,-0.025,0.0,2.0014135609080646e-14
7.3,7.475,7.65,0.0,0.025,0.05,2.0654806129580973e-14
7.3,7.475,7.65,0.05,0.075,0.1,2.125004212734804e-14
7.3,7.475,7.65,0.1,0.125,0.15,2.1382234698065364e-14
7.3,7.475,7.65,0.15,0.175,0.2,2.1754850898583925e-14
7.3,7.475,7.65,0.2,0.225,0.25,2.2476881990583373e-14
7.3,7.475,7.65,0.25,0.275,0.3,2.311722378539106e-14
7.3,7.475,7.65,0.3,0.325,0.35,2.3915368556832087e-14
7.3,7.475,7.65,0.35,0.375,0.4,2.481930453148861e-14
7.3,7.475,7.65,0.4,0.425,0.45,2.5650590656713783e-14
7.3,7.475,7.65,0.45,0.475,0.5,2.654976179731515e-14
7.3,7.475,7.65,0.5,0.525,0.55,2.7554349715686615e-14
7.3,7.475,7.65,0.55,0.575,0.6,2.8645302305200644e-14
7.3,7.475,7.65,0.6,0.625,0.65,2.9911293276245656e-14
7.3,7.475,7.65,0.65,0.675,0.7,3.155911134589781e-14
7.3,7.475,7.65,0.7,0.725,0.75,3.306829479640116e-14
7.3,7.475,7.65,0.75,0.775,0.8,3.5074847450731677e-14
7.3,7.475,7.65,0.8,0.825,0.85,3.591118174813999e-14
7.3,7.475,7.65,0.85,0.875,0.9,3.7058295394528214e-14
7.3,7.475,7.65,0.9,0.925,0.95,3.805471410281659e-14
7.3,7.475,7.65,0.95,0.975,1.0,4.053985704243072e-14
7.65,7.825,8.0,-1.0,-0.975,-0.95,1.3735312177878107e-17
7.65,7.825,8.0,-0.95,-0.925,-0.9,6.61717281001144e-17
7.65,7.825,8.0,-0.9,-0.875,-0.85,2.0734036132863495e-16
7.65,7.825,8.0,-0.85,-0.825,-0.8,4.499916637832164e-16
7.65,7.825,8.0,-0.8,-0.775,-0.75,8.376198523785708e-16
7.65,7.825,8.0,-0.75,-0.725,-0.7,1.076800061475258e-15
7.65,7.825,8.0,-0.7,-0.675,-0.65,1.231889646990739e-15
7.65,7.825,8.0,-0.65,-0.625,-0.6,1.4624053336566871e-15
7.65,7.825,8.0,-0.6,-0.575,-0.55,1.5823862931281474e-15
7.65,7.825,8.0,-0.55,-0.525,-0.5,1.5381252976407538e-15
7.65,7.825,8.0,-0.5,-0.475,-0.45,1.7066313360861053e-15
7.65,7.825,8.0,-0.45,-0.425,-0.4,2.0693168769774976e-15
7.65,7.825,8.0,-0.4,-0.375,-0.35,2.261951965325008e-15
7.65,7.825,8.0,-0.35,-0.325,-0.3,2.2890180508616395e-15
7.65,7.825,8.0,-0.3,-0.275,-0.25,2.3949578079987918e-15
7.65,7.825,8.0,-0.25,-0.225,-0.2,2.529194544754969e-15
7.65,7.825,8.0,-0.2,-0.175,-0.15,2.6003966417650037e-15
7.65,7.825,8.0,-0.15,-0.125,-0.1,2.6717163746452664e-15
7.65,7.825,8.0,-0.1,-0.075,-0.05,2.78137437873816e-15
7.65,7.825,8.0,-0.05,-0.025,0.0,2.896449081739151e-15
7.65,7.825,8.0,0.0,0.025,0.05,2.9255820872125708e-15
7.65,7.825,8.0,0.05,0.075,0.1,2.9790539768421403e-15
7.65,7.825,8.0,0.1,0.125,0.15,3.062464365681433e-15
7.65,7.825,8.0,0.15,0.175,0.2,3.1383455015438925e-15
7.65,7.825,8.0,0.2,0.225,0.25,3.266993244361305e-15
7.65,7.825,8.0,0.25,0.275,0.3,3.3701168086303566e-15
7.65,7.825,8.0,0.3,0.325,0.35,3.477983175435709e-15
7.65,7.825,8.0,0.35,0.375,0.4,3.588173383691269e-15
7.65,7.825,8.0,0.4,0.425,0.45,3.6985939805316734e-15
7.65,7.825,8.0,0.45,0.475,0.5,3.817693954367939e-15
7.65,7.825,8.0,0.5,0.525,0.55,3.946905846414774e-15
7.65,7.825,8.0,0.55,0.575,0.6,4.101721424833198e-15
7.65,7.825,8.0,0.6,0.625,0.65,4.279069391213494e-15
7.65,7.825,8.0,0.65,0.675,0.7,4.503130455156124e-15
7.65,7.825,8.0,0.7,0.725,0.75,4.736646759921554e-15
7.65,7.825,8.0,0.75,0.775,0.8,5.087047096748546e-15
7.65,7.825,8.0,0.8,0.825,0.85,5.339573632036273e-15
7.65,7.825,8.0,0.85,0.875,0.9,5.428718590226129e-15
7.65,7.825,8.0,0.9,0.925,0.95,5.620819471241829e-15
7.65,7.825,8.0,0.95,0.975,1.0,6.07088885751565e-15
